OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA
4468,8_10779,20160622,8,10779,PºOLIVOS-JOSÉ MARIA DEL BOTO,,S,,,,,,U,28,079,07901,0790101,04408,Paseo,de los,Olivos,N,68,,,28011,10,041,102,T07910396,0790101540,3,5,A,2,079-10-266,266,,559-3,2,3,20010621,19010101,,437498,4473251,T,,PºOLIVOS-JOSÉ MARIA DEL BOTO,,
4469,8_17484,20160622,8,17484,AV.VALENCIA-PZA.PROGRESO,Con Plaza del Progreso,S,,,,,,U,28,014,01401,0140101,10251,Avda,de,Valencia,SN,SN,,,28500,01,002,,T014328,0140101051,8,3,B3,3,014-004,889,,583-1,2,3,20080219,20080219,,462149,4462074,T,,AV.VALENCIA-PZA.PROGRESO,,
4470,8_17485,20160622,8,17485,AV.VALENCIA-PZA.PROGRESO,,S,,,,,,U,28,014,01407,0140701,10251,Avda,de,Valencia,N,2,,,28500,01,021,,T014298,0140701003,8,3,B3,3,014-003,888,,583-1,2,3,20080219,20080219,,462150,4462106,T,,AV.VALENCIA-PZA.PROGRESO,,
4471,8_17398,20160622,8,17398,CONCHA ESPINA-AV.MARÍA ZAMBRANO,,S,,,,,,U,28,065,06503,0650301,A0207,Calle,,Concha Espina,N,4,,,28903,02,021,,T06571,0650301014,7,4,B1,3,065-003,707,,582-1,2,3,20071228,20071228,,438573,4464388,T,,CONCHA ESPINA-AV.MARÍA ZAMBRANO,,
4472,8_16207,20160622,8,16207,AV.MADRID-GUARDIA CIVIL,,S,,,,,,C,28,099,09902,,00286,Ctra,,M-501,N,S/N,,M-855,28695,01,001,,T09981,,11,5,C2,4,099-001,1105,,,2,3,20060214,20060214,,394336,4471398,T,,AV.MADRID-GUARDIA CIVIL,,
4473,8_16287,20160622,8,16287,FELIPE ASENJO Nº45,,S,,,,,,U,28,058,05801,,A0172,Calle,,Felipe Asenjo,N,45,,,28947,04,012,,T058898,,7,4,B2,3,058-029,704,,,2,3,20060523,20060523,,436625,4456967,T,,FELIPE ASENJO Nº45,,
4474,8_16300,20160622,8,16300,CTRA.M415-RESTAURANTE,,S,,,,,,C,28,140,14001,1400101,A0016,Ctra,de,Carranque,N,2100,,M-415,28979,01,002,,T140137,,,4,C1,3,140-001,1109,,581-4,2,8,20060530,20060530,,425603,4449798,T,,CTRA.M415-RESTAURANTE,,
4475,8_16302,20160622,8,16302,CTRA.M112-CONDE VILLAMOR,,S,,,,,,U,28,162,16201,,C0003,Calle, ,Fuente el Saz,N,300,,M-112,28130,01,001,,T16269,,,1,C1,3,162-001,1079,,535-1,2,3,20060605,20060605,,459587,4497905,T,,CTRA.M112-CONDE VILLAMOR,,
4476,8_16365,20160622,8,16365,ERAS-PSJE.ERAS,,S,,,,,,U,28,038,03802,,00055,Calle,de las,Eras,N,1,,,28470,01,001,,T03868,,,6,C2,3,038-001,1155,,508-3,2,3,20060707,20060707,,410826,4511025,T,,ERAS-PSJE.ERAS,,
4477,8_16371,20160622,8,16371,CºDEHESILLA Y RODEO-INSTITUTO,,S,,,,,,U,28,038,03802,,00574,Cmno,de la,Dehesilla y Rodeo,N,1,,,28470,01,002,,T038212,,13,6,C2,4,038-001,1155,,,2,3,20060707,20060707,,411918,4509981,T,,CºDEHESILLA Y RODEO-INSTITUTO,,
4478,8_16381,20160622,8,16381,CTRA.DEHESAS-COLONIA LAS PRADERAS,,S,,,,,,C,28,038,03806,,00043,Ctra,de,Dehesas,KM,1,,M-966,28479,01,003,,T03870,,13,6,C2,4,038-001,1155,,,2,3,20060707,20060707,,410050,4510914,T,,CTRA.DEHESAS-COLONIA LAS PRADERAS,,
4479,8_16229,20160622,8,16229,GRAN CANARIA-DRAGONERA,,S,,,,,,U,28,161,16101,1610101,A0018,Calle, ,Gran Canaria,N,65,,,28343,01,016,,T161207,,,4,B3,2,161-006,849,,582-4,2,3,20060324,20060324,,443510,4449504,T,,GRAN CANARIA-DRAGONERA,,
4480,8_16370,20160622,8,16370,CTRA.M622-PºRINCONES,,S,,,,,,T,28,038,03802,,00077,Avda,de la,Sierra del Guadarrama,N,23,,M-622,28470,01,001,,T038105,,13,6,C2,4,038-001,1155,,,2,3,20060707,20060707,,411156,4510902,T,,CTRA.M622-PºRINCONES,,
4481,8_16415,20160622,8,16415,AV.PLANETAS-REPÚBLICA DOMINICANA,,S,,,,93,397,U,28,106,10601,,C0050,Avda,de los,Planetas,N,16,,,28983,01,050,,T106516,,,4,B2,2,106-012,826,,582-3,2,3,20060925,20060925,,435991,4453963,T,,AV.PLANETAS-REPÚBLICA DOMINICANA,,
4482,8_16421,20160622,8,16421,AV.PLANETAS-EST.TIERRA SUR,,S,,,,93,426,U,28,106,10601,,C0050,Avda,de los,Planetas,N,44,,,28983,01,057,,T106706,,,4,B2,2,106-012,826,,582-3,2,3,20060925,20060925,,435670,4452836,T,,AV.PLANETAS-EST.TIERRA SUR,,
4483,8_16430,20160622,8,16430,AV.CERVANTES-CºCARREVILLAR,,S,,,,,,U,28,083,08302,0830201,00211,Avda, ,Cervantes,N,6,B,,28880,01,005,,T08327,,,2,C1,3,083-001,1130,,535-4,2,3,20060925,20060925,,472039,4489827,T,,AV.CERVANTES-CºCARREVILLAR,,
4484,8_16432,20160622,8,16432,AV.CERVANTES-QUEVEDO,,S,,,,,,U,28,083,08302,,00211,Avda,,Cervantes,N,52,,,28880,01,003,,T08323,,12,2,C1,4,083-001,1130,,,2,3,20060925,20060925,,472512,4489854,T,,AV.CERVANTES-QUEVEDO,,
4485,8_17410,20160622,8,17410,JOSÉ HIERRO-MERCÉ RODODERA,,S,,,,,,U,28,134,13405,1340599,C0005,Calle,,José Hierro,N,7,,,28700,01,038,,T134172,1340599999,6,1,B1,3,134-003,620,,534-4,2,3,20080114,20080114,,448211,4490787,T,,JOSÉ HIERRO-MERCÉ RODODERA,,
4486,8_17570,20160622,8,17570,BADAJOZ-DOMÓTICA INTEGRAL,,S,,,,,,U,28,115,11524,1152499,99999,Calle, ,Badajoz,N,348,,,28223,01,019,,T115868,,,6,B1,2,115-012,999,,559-3,2,9,20080418,20080418,,429233,4473132,T,,BADAJOZ-DOMÓTICA INTEGRAL,,
4487,8_17571,20160622,8,17571,BADAJOZ-DOMÓTICA INTEGRAL,,S,,,,,,U,28,115,11524,1152499,99999,Calle,,Badajoz,N,348,,,28223,01,019,,T115743,1152499999,7,6,B1,3,115-012,999,,559-3,2,9,20080418,20080418,,429250,4473169,T,,BADAJOZ-DOMÓTICA INTEGRAL,,
4488,8_10076,20160622,8,10076,CTRA.M300-CEMENTERIO JARDÍN,,S,,,,,,U,28,005,00504,,A0538,Ctra, ,Pastrana (Margen Derecho),N,2,,M-300,28803,02,027,,T0051430,,,2,B3,2,005-026,882,,560-1,2,8,20010621,19010101,,469358,4479423,T,,CTRA.M300-CEMENTERIO JARDÍN,,
4489,8_09433,20160622,8,09433,CAMINO HUERTA-VEREDA LOS CHOPOS,,S,,,,,,Z,28,006,00601,,A0045,Calle,,Camino de la Huerta,N,13,,,28109,01,,7,,,6,1,B1,3,006-016,601,,534-IV,2,0,20010621,19010101,,446757,4484856,T,,CAMINO HUERTA-VEREDA LOS CHOPOS,,
4490,8_09443,20160622,8,09443,CAMINO VIEJO-CºLIEBRES,,S,,,,,,U,28,006,00601,,A0054,Calle,del,Camino Viejo,N,76,,,28109,01,036,7,T006596,,,1,B1,2,006-016,601,,534-4,2,0,20010621,19010101,,448242,4485331,T,,CAMINO VIEJO-CºLIEBRES,,
4491,8_12852,20160622,8,12852,AV.MARCIAL LLORENTE-URB.PINOS VERDES,,S,,,,,,U,28,109,10901,,00331,Avda,de,Marcial Llorente,N,64,,,28696,01,,,,,11,5,C2,4,109-001,1106,,,2,3,20010719,20010725,,387558,4468998,T,,AV.MARCIAL LLORENTE-URB.PINOS VERDES,,
4492,8_09025,20160622,8,09025,JUAN DE MAIRENA-MADRE MARAVILLAS,,S,,,,,,U,28,065,06504,0650401,A0418,Calle, ,Juan de Mairena,N,1,,,28909,04,027,,T065147,0650401001,7,4,B1,2,065-008,712,,582-2,2,3,20010621,19010101,,444356,4464238,T,,JUAN DE MAIRENA-MADRE MARAVILLAS,,
4493,8_09077,20160622,8,09077,C.C.PARQUESUR-EST.EL CARRASCAL,,S,,,,93,204,U,28,074,07402,0740201,A0370,Avda, ,Rey Juan Carlos I,N,112,,,28916,05,008,,T07441835,0740201003,,4,B1,2,074-024,763,,559-3,2,3,20010621,19010101,,437423,4465631,T,,C.C.PARQUESUR-EST.EL CARRASCAL,,
4494,8_08145,20160622,8,08145,COBRE-POL.IND.POLVORANCA ESTACIÓN,,S,,,,,,U,28,074,07402,,A0102,Calle,del,Cobre,N,3,,,28914,01,,,,,7,4,B1,3,074-011,750,,582-I,2,3,20010621,19010101,,434290,4464587,T,,COBRE-POL.IND.POLVORANCA ESTACIÓN,,
4495,8_16090,20160622,8,16090,C.C.PARQUESUR-EST.EL CARRASCAL,,S,,,,93,204,U,28,074,07402,0740201,C0015,Pque, ,Avda Rey Juan Carlos I,N,S/N,,,28916,05,003,,T07441838,0740201003,,4,B1,2,074-018,757,,559-3,2,3,20050921,20050921,,437411,4465659,T,,C.C.PARQUESUR-EST.EL CARRASCAL,,
4496,8_09076,20160622,8,09076,AV.REY JUAN CARLOS I-EST.EL CARRASCAL,,S,,,,93,204,U,28,074,07402,0740201,A0370,Avda, ,Rey Juan Carlos I,N,89,,,28916,05,003,,T07441838,0740201003,,4,B1,2,074-018,757,,559-3,2,3,20010621,19010101,,437312,4465643,T,,AV.REY JUAN CARLOS I-EST.EL CARRASCAL,,
4497,8_06210,20160622,8,06210,CTRA.M505-DUQUE DE AHUMADA,,S,,,,,,C,28,127,12704,1270401,99999,Crtra,del ,"Escorial km. 2,200",N,1,,M-505,28230,01,001,,T127740,1270401001,9,6,B2,3,127-006,1015,,558-II,4,11,20010621,19010101,,425003,4483343,T,,CTRA.M505-DUQUE DE AHUMADA,,
4498,8_06582,20160622,8,06582,OLIVAR-AV.LIBERTAD,,S,,,,,,U,28,045,04501,,A0305,Calle,del,Olivar,N,5,,,28770,01,,,,,6,7,B3,3,045-006,614,,534-I,2,3,20010621,19010101,,435558,4501503,T,,OLIVAR-AV.LIBERTAD,,
4499,8_09367,20160622,8,09367,PºCASTILLA-SAN ISIDRO,,S,,,,,,U,28,007,00701,0070101,02407,Paseo,de,Castilla,N,35,,,28921,01,001,,T007290,0070101002,7,5,B1,2,007-009,652,,559-3,2,3,20010621,19010101,,429652,4467184,T,,PºCASTILLA-SAN ISIDRO,,
4500,8_17952,20160622,8,17952,PABLO NERUDA-JOSÉ SARAMAGO,,S,,,,,,U,28,007,00701,0070101,00939,Calle, ,Pablo Neruda,N,72,,,28922,04,028,,T007763,,,5,B1,2,007-026,669,,solape,2,3,20090525,20090525,,430113,4465294,N,,PABLO NERUDA-JOSÉ SARAMAGO,,
4501,8_16710,20160622,8,16710,HURTADA-URB.LOS ENEBRALES,,S,,,,,,C,28,072,07203,,00052,Calle,,Hurtada,N,42,,M-618,28240,01,001,,T07255,,9,6,B3,3,072-001,975,,,2,3,20070219,20070219,,423847,4497574,T,,HURTADA-URB.LOS ENEBRALES,,
4502,8_17075,20160622,8,17075,OCTAVIO PAZ-ERNESTO SÁBATO,,S,,,,,,U,28,005,00501,0050101,04560,Calle,,Octavio Paz,N,10,,,28806,08,015,,T005259,0050101045,8,2,B3,3,005-010,866,,solape,2,3,20070531,20070531,,468529,4483510,T,,OCTAVIO PAZ-ERNESTO SÁBATO,,
4503,8_16827,20160622,8,16827,AV.JUAN CARLOS I-CEMENTERIO,,S,,,,,,U,28,106,10601,1060102,C0037,Calle, ,Acuario,N,2,,,28982,01,048,,T106694,,,4,B2,2,106-016,830,,582-3,2,3,20070402,20070402,,434874,4453094,T,,AV.JUAN CARLOS I-CEMENTERIO,,
4504,8_15536,20160622,8,15536,LIBERTAD-CUBA,,S,,,,,,U,28,161,16101,,00748,Calle,,Libertad,N,81,,,28340,01,011,,T161240,,7,4,B3,3,161-007,850,,,2,3,20040420,20040420,,441505,4449306,T,,LIBERTAD-CUBA,,
4505,8_08195,20160622,8,08195,CTRA.A4-ÁREA EMPRESARIAL ANDALUCÍA,,S,,,,,,C,28,113,11302,1130201,A0017,Ctra,de,Andalucía (N-IV),N,18400,,A-4,28320,02,010,,T1133600,,,4,B2,2,113-002,832,,582-1,4,8,20010621,19010101,,441364,4457806,T,,CTRA.A4-ÁREA EMPRESARIAL ANDALUCÍA,,
4506,8_12875,20160622,8,12875,CTRA.M607-CEMENTERIO LA PAZ,"CTRA. M-607
El Goloso. Madrid (MADRID-FUENCARRAL) (MADRID)",S,,,,,,U,28,079,07901,0790199,01389,Ctra, ,M-607 Colmenar Viejo,N,19300,,M-607,28790,08,130,088,T07943,,,7,B2,2,079-08-142,142,,534-3,2,8,20010917,20010918,,440278,4492294,T,,CTRA.M607-CEMENTERIO LA PAZ,,
4507,8_08248,20160622,8,08248,CºTORRE-CTRA.A4,,S,,,,,,U,28,065,06502,0650299,A0787,Cmno,de la,Torre,SN,SN,,,28909,04,029,,T065532,0650299999,7,4,B1,3,065-015,719,,solape,2,3,20010621,19010101,,441730,4461852,T,,CºTORRE-CTRA.A4,,
4508,8_10010,20160622,8,10010,MAYOR-CENTRO MÉDICO,,S,,,,,,T,28,025,02501,0250101,A0064,Calle,,Mayor,N,50,,M-221,28596,01,001,,T02574,0250101004,12,3,C2,4,025-001,1120,,584-3,1,11,20010621,19010101,,490549,4453319,T,,MAYOR-CENTRO MÉDICO,,
4509,8_06747,20160622,8,06747,CTRA-M100-EL CASETÓN,,S,,,,,,C,28,134,13407,1340799,00005,Ctra,,Algete,KM,21.600,,M-100,28709,01,033,6,T13494,1340799999,6,1,B2,3,134-001,618,,534-2,3,8,20010621,19010101,,452647,4493074,T,,CTRA-M100-EL CASETÓN,,
4510,8_11455,20160622,8,11455,CTRA.M111-COTTOLENGO,,S,,,,,,U,28,009,00912,0090299,00343,Ctra,de,Fuente El Saz-Paracuellos,N,15.700,,M-111,28119,01,001,,T009145,,,1,B3,2,009-001,605,,534-2,1,8,20010621,19010101,,452652,4493810,T,,CTRA.M111-COTTOLENGO,,
4511,8_10292,20160622,8,10292,AV.INSTITUTO-RESIDENCIA DE ANCIANOS,Residencia de ancianos,S,,,,,,U,28,014,01401,0140101,A0190,Avda,del,Instituto,N,129,,,28500,01,011,,T014712,0140101040,8,3,B3,3,014-008,893,,583-1,1,3,20010621,19010101,,462869,4460116,T,,AV.INSTITUTO-RESIDENCIA DE ANCIANOS,,
4512,8_11798,20160622,8,11798,AV.BRUSELAS-EST.LA MORALEJA,,S,,,,93,249,U,28,006,00601,0060101,A0236,Avda,de,Bruselas,N,14,,,28109,01,037,,T006421,0060101039,,1,B1,3,006-013,598,,534-4,2,3,20010621,19010101,,446319,4487170,T,,AV.BRUSELAS-EST.LA MORALEJA,,
4513,8_09422,20160622,8,09422,AZALEA-PºDE ALCOBENDAS,,S,,,,,,U,28,006,00601,0060101,A0023,Calle,de la,Azalea,N,755,,,28109,01,039,7,T006498,,,1,B1,2,006-016,601,,534-4,2,0,20010621,19010101,,446371,4486449,T,,AZALEA-PºDE ALCOBENDAS,,
4514,8_11088,20160622,8,11088,AV.CONSTITUCIÓN-AYUNTAMIENTO,,S,,,,,,U,28,127,12704,1270401,00467,Avda,de la,Constitución,N,8,,,28231,01,010,,T127780,1270401010,9,6,B2,2,127-009,1018,,558-2,2,3,20010621,19010101,,425962,4482998,T,,AV.CONSTITUCIÓN-AYUNTAMIENTO,,
4515,8_18269,20160622,8,18269,AV.EUROPA-ATENAS,,S,,,,,,Z,28,075,07501,0750102,C0005,Avda, ,Europa,N,SN,,,28890,01,002,,T07552,0750102009,,2,B3,3,075-001,908,,560-3,2,3,20100917,20100917,,464891,4471505,N,,AV.EUROPA-ATENAS,,
4516,8_18270,20160622,8,18270,AV.EUROPA-PRAGA,,S,,,,,,Z,28,075,07501,0750102,C0005,Avda, ,Europa,N,6,,,28890,01,002,,T07551,0750102001,,2,B3,2,075-001,908,,560-3,2,3,20100917,20100917,,464910,4471494,N,,AV.EUROPA-PRAGA,,
4517,8_11328,20160622,8,11328,D POLÍGONO INDUSTRIAL 1-DESARROLLO,,S,,,,,,U,28,092,09201,0920101,A0169,Calle, ,D Polígono Industrial 1,N,12,,,28938,04,037,,T092803,0920101003,7,5,B2,2,092-030,808,,581-2,2,3,20010621,19010101,,426202,4462816,T,,D POLÍGONO INDUSTRIAL 1-DESARROLLO,,
4518,8_17053,20160622,8,17053,CTRA.M604-MONASTERIO EL PAULAR,,S,,,,,,C,28,120,12002,1200203,A0046,Ctra,,M-604 (de la A-1 al Puerto de Navacerrada),N,1,,M-604,28741,01,001,,T120142,1200203001,10,1,C2,4,120-001,1068,,483-4,2,9,20070522,20070522,,425375,4526827,T,,CTRA.M604-MONASTERIO EL PAULAR,,
4519,8_10352,20160622,8,10352,CTRA.M604-CRUCE GARGANTA,,S,,,,,,C,28,062,06205,0620599,00192,Ctra,,Comarcal,SN,SN,,M-969,28743,01,001,71,T06245,0620599999,10,1,C2,4,062-001,1047,,484-1,3,11,20010621,19010101,,441180,4532741,T,,CTRA.M604-CRUCE GARGANTA,,
4520,8_10357,20160622,8,10357,CTRA.M604-CRUCE CANENCIA,Con Ctra de Canencia,S,,,,,,C,28,062,06207,0620799,00165,Ctra,de,Rascafría,SN,23,,M-604,28743,01,001,71,T06222,0620799999,10,1,C2,4,062-001,1047,,484-1,3,11,20010621,19010101,,440352,4532910,T,,CTRA.M604-CRUCE CANENCIA,,
4521,8_17907,20160622,8,17907,SANTIAGO RUSIÑOL-OROPÉNDOLA,,S,,,,,,U,28,013,01302,0130201,A0271,Calle,de,Santiago Rusiñol,N,5,,,28300,03,005,,T013436,0130201002,11,4,C1,4,013-004,1092,,605-4,2,3,20090504,20090504,,447970,4431640,N,,SANTIAGO RUSIÑOL-OROPÉNDOLA,,
4522,8_17908,20160622,8,17908,AV.SANTIAGO RUSIÑOL-AV.OROPÉNDOLA,,S,,,,,,U,28,013,01302,0130201,A0271,Calle,de,Santiago Rusiñol,N,5,,,28300,04,002,,T013360,0130201010,11,4,C1,4,013-001,1089,,605-4,2,3,20090504,20090504,,447961,4431658,N,,AV.SANTIAGO RUSIÑOL-AV.OROPÉNDOLA,,
4523,8_10381,20160622,8,10381,VILLAVIEJA DEL LOZOYA-CTRA.SIERRA,,S,,,,,,C,28,182,18205,1820501,00059,Cmno,de las,Huertecillas,N,2,,M-634,28739,01,001,52,T18270,1820501001,10,1,C2,4,182-001,1084,,458-4,2,11,20010621,19010101,,443460,4539897,T,,VILLAVIEJA DEL LOZOYA-CTRA.SIERRA,,
4524,8_10377,20160622,8,10377,CTRA.M634-PINILLA DE BUITRAGO,,S,,,,,,C,28,063,06302,0630299,00169,Ctra,de,Gargantilla,N,1,,M-634,28739,01,001,31,T0636,0630299999,10,1,C2,4,063-001,1048,,484-1,1,7,20010621,19010101,,441762,4537142,T,,CTRA.M634-PINILLA DE BUITRAGO,,
4525,8_10376,20160622,8,10376,CTRA.M634-PINILLA DE BUITRAGO,Con Calle Raso,S,,,,,,C,28,063,06302,0630201,00169,Ctra,de,Gargantilla,SN,SN,,M-634,28739,01,001,31,T06318,0630201001,10,1,C2,4,063-001,1048,,484-1,4,11,20010621,19010101,,441789,4537086,T,,CTRA.M634-PINILLA DE BUITRAGO,,
4526,8_10899,20160622,8,10899,PºCIPRESES-CEMENTERIO,,S,,,,,,U,28,148,14801,1480199,10018,Paseo,de los,Cipreses,N,1,,,28850,02,004,,T148441,1480199999,8,2,B2,3,148-017,948,,560-1,2,3,20010621,19010101,,461839,4477624,T,,PºCIPRESES-CEMENTERIO,,
4527,8_17909,20160622,8,17909,ALFREDO NOBEL-RETAMAS,,S,,,,,,U,28,007,00701,0070101,00907,Calle,,Alfredo Nobel,N,6,,,28922,04,027,,T007681,0070101019,7,5,B1,3,007-022,665,,559-3,2,3,20090506,20090506,,429514,4465690,N,,ALFREDO NOBEL-RETAMAS,,
4528,8_17910,20160622,8,17910,ALFREDO NOBEL-RETAMAS,,S,,,,,,U,28,007,00701,0070101,00907,Calle,,Alfredo Nobel,N,6,,,28922,04,027,,T007683,0070101019,7,5,B1,3,007-022,665,,559-3,2,3,20090506,20090506,,429494,4465681,N,,ALFREDO NOBEL-RETAMAS,,
4529,8_17912,20160622,8,17912,ALFREDO NOBEL-HAYAS,,S,,,,,,U,28,007,00701,0070101,00907,Calle,,Alfredo Nobel,N,17,,,28922,04,028,,T007718,0070101008,7,5,B1,3,007-022,665,,solape,2,3,20090506,20090506,,429497,4465396,N,,ALFREDO NOBEL-HAYAS,,
4530,8_17914,20160622,8,17914,PABLO PICASSO-MEDITERRANEO,,S,,,,,,U,28,007,00701,0070199,99999,C,DE,PABLO PICASSO,N,SN,,,28922,04,028,,T007737,0070199999,7,5,B1,3,007-026,669,,582-1,2,3,20090506,20090506,,428932,4465035,N,,PABLO PICASSO-MEDITERRANEO,,
4531,8_07338,20160622,8,07338,CTRA.M113-NAVEGACIÓN AÉREA,,S,,,,,,C,28,104,10402,1040299,A0011,Ctra, ,M-113 (De la M-111 al Límite por Ajalvir),N,1200,,M-113,28860,01,001,,T1044429,1040299999,,2,B1,2,104-001,912,,534-4,4,8,20010621,19010101,,454545,4484251,T,,CTRA.M113-NAVEGACIÓN AÉREA,,
4532,8_12879,20160622,8,12879,CTRA.M136-EL LOMO,,S,,,,,,C,28,070,07003,0700399,00032,Ctra,de,M-136 (Horcajo-Aoslos),N,2600,,M-136,28755,01,001,,T07032,0700399999,,1,C2,4,070-001,1052,,458-4,2,3,20010928,20011001,,450316,4545605,T,,CTRA.M136-EL LOMO,,
4533,8_15210,20160622,8,15210,URB.EL MIRADOR,,S,,,,,,U,28,164,16405,1640501,A0063,Urb,el,Mirador,N,10,,,28150,01,001,,T164158,1640501001,10,1,C1,4,164-001,1081,,509-4,2,3,20030226,20030226,,455976,4503229,T,,URB.EL MIRADOR,,
4534,8_10836,20160622,8,10836,PºLOS POZOS-CONCEPCIÓN,,S,,,,,,T,28,154,15402,1540201,A0122,Paseo,de los,Pozos,N,9,,M-220,28813,01,001,,T154107,1540201012,12,2,C1,4,154-001,1142,,560-3,3,11,20010621,19010101,,469121,4473137,T,,PºLOS POZOS-CONCEPCIÓN,,
4535,8_12880,20160622,8,12880,CTRA.M136-EL LOMO,,S,,,,,,C,28,070,07003,0700399,00032,Ctra,de,M-136 (Horcajo-Aoslos),N,2800,,M-136,28755,01,001,,T07039,,,1,C2,3,070-001,1052,,458-4,2,3,20010928,20011001,,450446,4545537,T,,CTRA.M136-EL LOMO,,
4536,8_09172,20160622,8,09172,TALAMANCA DEL JARAMA-GUADALAJARA,,S,,,,,,U,28,145,14504,1450401,00118,Calle, ,Guadalajara,N,18,,,28160,01,001,11,T1455134,,,1,C2,3,145-001,1075,,510-3,1,0,20010621,19010101,,457169,4510703,T,,TALAMANCA DEL JARAMA-GUADALAJARA,,
4537,8_17294,20160622,8,17294,AV.CIRCUNVALACIÓN-URB.LOS CHARCOS,,S,,,,,,U,28,104,10402,1040299,C0019,Avda,de,Circunvalación,N,95,,,28860,01,001,,T10488,1040299999,8,2,B1,3,104-001,912,,560-1,2,9,20071017,20071017,,456171,4483215,T,,AV.CIRCUNVALACIÓN-URB.LOS CHARCOS,,
4538,8_07343,20160622,8,07343,CTRA.M113-RESIDENCIAL NUEVO AMANECER,,S,,,,,,C,28,104,10402,1040299,A0011,Ctra, ,M-113 (De la M-111 al Límite por Ajalvir),N,0.800,,M-113,28860,01,001,,T104152,1040299999,,2,B1,3,104-001,912,,534-4,4,11,20010621,19010101,,454200,4483803,T,,CTRA.M113-RESIDENCIAL NUEVO AMANECER,,
4539,8_07430,20160622,8,07430,AV.CONSTITUCIÓN-EST.TORREJÓN DE ARDOZ,,S,,,,93,351,U,28,148,14801,1480101,01252,Calle, ,Ronda Poniente,N,1,,,28850,04,003,,T148332,1480101007,,2,B2,3,148-007,938,,560-1,1,2,20010621,19010101,,459348,4478663,T,,AV.CONSTITUCIÓN-EST.TORREJÓN DE ARDOZ,,
4540,8_15084,20160622,8,15084,TERMINAL PZA.ESPAÑA-EST.TORREJÓN,,S,,,,93,351,U,28,148,14801,1480101,10052,Plaza, ,España,N,7,,,28850,04,003,,T148421,,,2,B2,2,148-007,938,,560-1,2,3,20021126,20021126,,459410,4478691,T,,TERMINAL PZA.ESPAÑA-EST.TORREJÓN,,
4541,8_16754,20160622,8,16754,GOBERNADOR-ALMÍBAR,,S,,,,,,U,28,013,01302,0130201,A0105,Calle,del,Gobernador,N,103,,,28300,01,001,,T013377,0130201004,11,4,C1,4,013-002,1090,,605-4,2,3,20070326,20070326,,448707,4431740,T,,GOBERNADOR-ALMÍBAR,,
4542,8_12185,20160622,8,12185,AV.SIGLO XX-EST.SIGLO XXI,,S,,,,93,422,U,28,022,02201,0220101,00561,Avda,del,Siglo XXI,N,1,,,28660,01,016,,T022329,,,5,B2,2,022-007,956,,558-4,2,3,20010621,19010101,,424447,4473314,T,,AV.SIGLO XX-EST.SIGLO XXI,,
4543,8_16766,20160622,8,16766,música glorieta de la música,,S,,,,,,U,28,013,01302,0130201,01141,Gta,de la,Música,N,2,,,28300,02,008,,T013457,0130201035,11,4,C1,4,013-007,1095,,605-4,2,3,20070326,20070326,,449992,4431595,T,,música glorieta de la música,,
4544,8_06090,20160622,8,06090,MONTE PEREGRINOS-HÍPICA Y GOLF,,S,,,,,,U,28,061,06107,0610701,A0397,Calle,,Monte Peregrinos,N,2,,,28250,01,008,,T061302,0610701001,9,6,B3,3,061-002,972,,533-2,2,3,20010621,19010101,,419293,4493988,T,,MONTE PEREGRINOS-HÍPICA Y GOLF,,
4545,8_17399,20160622,8,17399,CONCHA ESPINA-AV.MARÍA ZAMBRANO,,S,,,,,,U,28,065,06503,0650301,A0207,Calle,,Concha Espina,N,3,,,28903,02,021,,T06569,0650301014,7,4,B1,3,065-003,707,,582-1,2,3,20071228,20071228,,438553,4464385,T,,CONCHA ESPINA-AV.MARÍA ZAMBRANO,,
4546,8_12086,20160622,8,12086,CTRA.M103-POL.IND.LA CUESTA,,S,,,,,,C,28,059,05901,0590101,00235,Calle,,Torrelaguna,N,83,,M-103,28140,01,001,,T05942,0590101007,10,1,C1,4,059-001,1046,,535-1,3,8,20010621,19010101,,456896,4499854,T,,CTRA.M103-POL.IND.LA CUESTA,,
