OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
4277,8,352150,91080,1,1,1,12504,*,,26,TI,I,AV.ESPAÑA-COLOMBIA,28,080,MAJADAHONDA,B2,Avda   España N 14,20140401,20140401,,203.5158,40,9,_,28,080,9__1__080__-_1_IT_1_8_12504_*__TI_I_26,-,1080101,AV.ESPAÑA-COLOMBIA,9__1__080_,9__1__080__1080101_1_IT_1,8_12504,8_12504_*,8_12504_
4278,8,352152,92080,2,1,1,08787,*,,7,TI,I,CTRA.POZUELO-RESIDENCIA,28,080,MAJADAHONDA,B2,Ctra de Pozuelo de Alarcón N 3000,20140401,20140401,,735.2253,40,9,_,28,080,9__2__080__-_1_IT_1_8_08787_*__TI_I_7,-,2080101,CTRA.POZUELO-RESIDENCIA,9__2__080_,9__2__080__2080101_1_IT_1,8_08787,8_08787_*,8_08787_
4279,8,352150,91080,1,1,1,08788,*,,43,TI,I2,CTRA.POZUELO-RESIDENCIA,28,080,MAJADAHONDA,B2,Ctra  M-515 (Pozuelo) N 5,20140401,20140401,,206.6163,31.68,9,_,28,080,9__1__080__-_1_IT_1_8_08788_*__TI_I2_43,-,1080101,CTRA.POZUELO-RESIDENCIA,9__1__080_,9__1__080__1080101_1_IT_1,8_08788,8_08788_*,8_08788_
4280,8,352152,92080,2,1,1,08789,*,,8,TI,I,CTRA.POZUELO-URB.PINAR PLANTÍO,28,080,MAJADAHONDA,B2,"Ctra  M-515 (Pozuelo) N 5,3",20140401,20140401,,244.5983,40,9,_,28,080,9__2__080__-_1_IT_1_8_08789_*__TI_I_8,-,2080101,CTRA.POZUELO-URB.PINAR PLANTÍO,9__2__080_,9__2__080__2080101_1_IT_1,8_08789,8_08789_*,8_08789_
4281,8,352150,91080,1,1,1,08790,*,,42,TI,I2,CTRA.POZUELO-URB.PINAR PLANTÍO,28,080,MAJADAHONDA,B2,"Ctra  M-515 (Pozuelo) N 5,3",20140401,20140401,,524.7418,40,9,_,28,080,9__1__080__-_1_IT_1_8_08790_*__TI_I2_42,-,1080101,CTRA.POZUELO-URB.PINAR PLANTÍO,9__1__080_,9__1__080__1080101_1_IT_1,8_08790,8_08790_*,8_08790_
4282,8,352152,92080,2,1,1,08791,*,,11,TI,I,CTRA.POZUELO-INS.NACIONAL DE SANIDAD,28,080,MAJADAHONDA,B2,Ctra de Pozuelo de Alarcón N 3900,20140401,20140401,,261.4966,40,9,_,28,080,9__2__080__-_1_IT_1_8_08791_*__TI_I_11,-,2080101,CTRA.POZUELO-INS.NACIONAL DE SANIDAD,9__2__080_,9__2__080__2080101_1_IT_1,8_08791,8_08791_*,8_08791_
4283,8,352150,91080,1,1,1,08792,*,,39,TI,I2,CTRA.POZUELO-INS.NACIONAL DE SANIDAD,28,080,MAJADAHONDA,B2,Ctra de Pozuelo de Alarcón N 3900,20140401,20140401,,467.698,40,9,_,28,080,9__1__080__-_1_IT_1_8_08792_*__TI_I2_39,-,1080101,CTRA.POZUELO-INS.NACIONAL DE SANIDAD,9__1__080_,9__1__080__1080101_1_IT_1,8_08792,8_08792_*,8_08792_
4284,8,352152,92080,2,1,1,08796,*,,41,TI,I2,CTRA.BOADILLA-URB.EL PAULAR,28,080,MAJADAHONDA,B2,Ctra  M-516 (Boadilla) N 35G,20140401,20140401,,333.7566,-1,9,_,28,080,9__2__080__-_1_IT_1_8_08796_*__TI_I2_41,-,2080101,CTRA.BOADILLA-URB.EL PAULAR,9__2__080_,9__2__080__2080101_1_IT_1,8_08796,8_08796_*,8_08796_
4285,8,352152,92080,2,1,1,09368,*,,9,TI,I,ÍTACA-HOMERO,28,080,MAJADAHONDA,B2,Calle   Homero N 7,20140401,20140401,,588.1544,40,9,_,28,080,9__2__080__-_1_IT_1_8_09368_*__TI_I_9,-,2080101,ÍTACA-HOMERO,9__2__080_,9__2__080__2080101_1_IT_1,8_09368,8_09368_*,8_09368_
4286,8,352150,91080,1,1,1,09368,*,,41,TI,I2,ÍTACA-HOMERO,28,080,MAJADAHONDA,B2,Calle   Homero N 7,20140401,20140401,,837.7831,40,9,_,28,080,9__1__080__-_1_IT_1_8_09368_*__TI_I2_41,-,1080101,ÍTACA-HOMERO,9__1__080_,9__1__080__1080101_1_IT_1,8_09368,8_09368_*,8_09368_
4287,8,352150,91080,1,1,1,09407,*,,36,TI,I2,AV.CLAVELES-LOS OLMOS,28,080,MAJADAHONDA,B2,Avda   Claveles N 3,20140401,20140401,,262.4603,40,9,_,28,080,9__1__080__-_1_IT_1_8_09407_*__TI_I2_36,-,1080101,AV.CLAVELES-LOS OLMOS,9__1__080_,9__1__080__1080101_1_IT_1,8_09407,8_09407_*,8_09407_
4288,8,352152,92080,2,1,1,09409,*,,35,TI,I2,SAN VICENTE-PZA.SAN ROQUE,28,080,MAJADAHONDA,B2,Calle   San Vicente N 5,20140401,20140401,,114.2164,-1,9,_,28,080,9__2__080__-_1_IT_1_8_09409_*__TI_I2_35,-,2080101,SAN VICENTE-PZA.SAN ROQUE,9__2__080_,9__2__080__2080101_1_IT_1,8_09409,8_09409_*,8_09409_
4289,8,352150,91080,1,1,1,06518,*,,21,TI,I,AV.GUADARRAMA-URB.MONTE LUXOR,28,080,MAJADAHONDA,B2,Avda  Guadarrama N 10,20140401,20140401,,248.5485,40,9,_,28,080,9__1__080__-_1_IT_1_8_06518_*__TI_I_21,-,1080101,AV.GUADARRAMA-URB.MONTE LUXOR,9__1__080_,9__1__080__1080101_1_IT_1,8_06518,8_06518_*,8_06518_
4290,8,352150,91080,1,1,1,06205,*,,23,TI,I,AV.GUADARRAMA-AV.REYES CATÓLICOS,28,080,MAJADAHONDA,B2,Avda  Guadarrama N 1,20140401,20140401,,275.6067,13.36,9,_,28,080,9__1__080__-_1_IT_1_8_06205_*__TI_I_23,-,1080101,AV.GUADARRAMA-AV.REYES CATÓLICOS,9__1__080_,9__1__080__1080101_1_IT_1,8_06205,8_06205_*,8_06205_
4291,8,352152,92080,2,1,1,06429,*,,15,TI,I,SANTA BRÍGIDA-NORIAS,28,080,MAJADAHONDA,B2,Calle   Santa Brígida N 26,20140401,20140401,,235.9553,40,9,_,28,080,9__2__080__-_1_IT_1_8_06429_*__TI_I_15,-,2080101,SANTA BRÍGIDA-NORIAS,9__2__080_,9__2__080__2080101_1_IT_1,8_06429,8_06429_*,8_06429_
4292,8,352152,92080,2,1,1,06232,*,,21,TI,I2,CTRA.PLANTÍO-CENTRO GERIÁTRICO,28,080,MAJADAHONDA,B2,Ctra   M-509 (Plantío) N 35,20140401,20140401,,708.9664,40,9,_,28,080,9__2__080__-_1_IT_1_8_06232_*__TI_I2_21,-,2080101,CTRA.PLANTÍO-CENTRO GERIÁTRICO,9__2__080_,9__2__080__2080101_1_IT_1,8_06232,8_06232_*,8_06232_
4293,8,352152,92080,2,1,1,06233,*,,22,TI,I2,CTRA.PLANTÍO-NOVOTIENDAS,28,080,MAJADAHONDA,B2,Ctra  M-509 (Plantío) N 13,20140401,20140401,,518.5405,40,9,_,28,080,9__2__080__-_1_IT_1_8_06233_*__TI_I2_22,-,2080101,CTRA.PLANTÍO-NOVOTIENDAS,9__2__080_,9__2__080__2080101_1_IT_1,8_06233,8_06233_*,8_06233_
4294,8,352152,92080,2,1,1,06234,*,,23,TI,I2,CTRA.PLANTÍO-CERRO DEL AIRE,28,080,MAJADAHONDA,B2,Ctra   M-509 (Plantío) N 5,20140401,20140401,,284.6995,40,9,_,28,080,9__2__080__-_1_IT_1_8_06234_*__TI_I2_23,-,2080101,CTRA.PLANTÍO-CERRO DEL AIRE,9__2__080_,9__2__080__2080101_1_IT_1,8_06234,8_06234_*,8_06234_
4295,8,352152,92080,2,1,1,06235,*,,24,TI,I2,DOCTOR CALERO-NICARAGUA,28,080,MAJADAHONDA,B2,Calle   Doctor Calero N 54,20140401,20140401,,406.3501,40,9,_,28,080,9__2__080__-_1_IT_1_8_06235_*__TI_I2_24,-,2080101,DOCTOR CALERO-NICARAGUA,9__2__080_,9__2__080__2080101_1_IT_1,8_06235,8_06235_*,8_06235_
4296,8,352152,92080,2,1,1,06240,*,,29,TI,I2,AV.GUADARRAMA-CENTRO DE ESPECIALIDADES,28,080,MAJADAHONDA,B2,Avda  Guadarrama N 4,20140401,20140401,,266.9315,-1,9,_,28,080,9__2__080__-_1_IT_1_8_06240_*__TI_I2_29,-,2080101,AV.GUADARRAMA-CENTRO DE ESPECIALIDADES,9__2__080_,9__2__080__2080101_1_IT_1,8_06240,8_06240_*,8_06240_
4297,8,352152,92080,2,1,1,06242,*,,34,TI,I2,AV.DOCTOR MARAÑÓN-SAN ROQUE,28,080,MAJADAHONDA,B2,Avda   Doctor Marañón N 49,20140401,20140401,,185.6078,-1,9,_,28,080,9__2__080__-_1_IT_1_8_06242_*__TI_I2_34,-,2080101,AV.DOCTOR MARAÑÓN-SAN ROQUE,9__2__080_,9__2__080__2080101_1_IT_1,8_06242,8_06242_*,8_06242_
4298,8,352152,92080,2,1,1,06244,*,,13,TI,I,AV.ESPAÑA-EL ZOCO,28,080,MAJADAHONDA,B2,Avda   España N 53,20140401,20140401,,452.1536,40,9,_,28,080,9__2__080__-_1_IT_1_8_06244_*__TI_I_13,-,2080101,AV.ESPAÑA-EL ZOCO,9__2__080_,9__2__080__2080101_1_IT_1,8_06244,8_06244_*,8_06244_
4299,8,352152,92080,2,1,1,06245,*,,40,TI,I2,CTRA.BOADILLA-CEMENTERIO,28,080,MAJADAHONDA,B2,Ctra  M-516 (Boadilla) N 66,20140401,20140401,,101.2298,-1,9,_,28,080,9__2__080__-_1_IT_1_8_06245_*__TI_I2_40,-,2080101,CTRA.BOADILLA-CEMENTERIO,9__2__080_,9__2__080__2080101_1_IT_1,8_06245,8_06245_*,8_06245_
4300,8,352150,91080,1,1,1,06251,*,,27,TI,I,DOCTOR CALERO-FUNDADORES,28,080,MAJADAHONDA,B2,Calle   Doctor Calero N 56,20140401,20140401,,205.4638,40,9,_,28,080,9__1__080__-_1_IT_1_8_06251_*__TI_I_27,-,1080101,DOCTOR CALERO-FUNDADORES,9__1__080_,9__1__080__1080101_1_IT_1,8_06251,8_06251_*,8_06251_
4301,8,352150,91080,1,1,1,06252,*,,28,TI,I,CTRA.PLANTÍO-CERRO DEL AIRE,28,080,MAJADAHONDA,B2,Ctra  M-509 (Plantío) N 2,20140401,20140401,,378.0413,13.36,9,_,28,080,9__1__080__-_1_IT_1_8_06252_*__TI_I_28,-,1080101,CTRA.PLANTÍO-CERRO DEL AIRE,9__1__080_,9__1__080__1080101_1_IT_1,8_06252,8_06252_*,8_06252_
4302,8,352150,91080,1,1,1,06253,*,,29,TI,I,CTRA.PLANTÍO-NOVOTIENDAS,28,080,MAJADAHONDA,B2,Ctra   M-509 (Plantío) N 6,20140401,20140401,,330.0028,31.68,9,_,28,080,9__1__080__-_1_IT_1_8_06253_*__TI_I_29,-,1080101,CTRA.PLANTÍO-NOVOTIENDAS,9__1__080_,9__1__080__1080101_1_IT_1,8_06253,8_06253_*,8_06253_
4303,8,352150,91080,1,1,1,06254,*,,30,TI,I,CTRA.PLANTÍO-LOS SAUCES,28,080,MAJADAHONDA,B2,Ctra  M-509 (Plantío) N 40,20140401,20140401,,522.3051,50,9,_,28,080,9__1__080__-_1_IT_1_8_06254_*__TI_I_30,-,1080101,CTRA.PLANTÍO-LOS SAUCES,9__1__080_,9__1__080__1080101_1_IT_1,8_06254,8_06254_*,8_06254_
4304,8,352152,92080,2,1,1,12989,*,,48,TI,I2,GOLETA-BARCO,28,080,MAJADAHONDA,B2,Calle  Goleta N SN,20140401,20140401,,300.4848,-1,9,_,28,080,9__2__080__-_1_IT_1_8_12989_*__TI_I2_48,-,2080101,GOLETA-BARCO,9__2__080_,9__2__080__2080101_1_IT_1,8_12989,8_12989_*,8_12989_
4305,8,352152,92080,2,1,1,12990,*,,45,TI,I2,FRAGATA-BERGANTÍN,28,080,MAJADAHONDA,B2,Calle   Fragata N 17,20140401,20140401,,178.8044,13.36,9,_,28,080,9__2__080__-_1_IT_1_8_12990_*__TI_I2_45,-,2080101,FRAGATA-BERGANTÍN,9__2__080_,9__2__080__2080101_1_IT_1,8_12990,8_12990_*,8_12990_
4306,8,352150,91080,1,1,1,12990,*,,9,TI,I,FRAGATA-BERGANTÍN,28,080,MAJADAHONDA,B2,Calle   Fragata N 17,20140401,20140401,,178.8044,13.36,9,_,28,080,9__1__080__-_1_IT_1_8_12990_*__TI_I_9,-,1080101,FRAGATA-BERGANTÍN,9__1__080_,9__1__080__1080101_1_IT_1,8_12990,8_12990_*,8_12990_
4307,8,352152,92080,2,1,1,12991,*,,46,TI,I2,FRAGATA-GALERA,28,080,MAJADAHONDA,B2,Calle   Fragata N 17,20140401,20140401,,162.7414,13.36,9,_,28,080,9__2__080__-_1_IT_1_8_12991_*__TI_I2_46,-,2080101,FRAGATA-GALERA,9__2__080_,9__2__080__2080101_1_IT_1,8_12991,8_12991_*,8_12991_
4308,8,352150,91080,1,1,1,12991,*,,10,TI,I,FRAGATA-GALERA,28,080,MAJADAHONDA,B2,Calle   Fragata N 17,20140401,20140401,,162.7414,13.36,9,_,28,080,9__1__080__-_1_IT_1_8_12991_*__TI_I_10,-,1080101,FRAGATA-GALERA,9__1__080_,9__1__080__1080101_1_IT_1,8_12991,8_12991_*,8_12991_
4309,8,352152,92080,2,1,1,12992,*,,43,TI,I2,FRAGATA-GALERA,28,080,MAJADAHONDA,B2,Calle  Fragata N 17,20140401,20140401,,214.6764,13.36,9,_,28,080,9__2__080__-_1_IT_1_8_12992_*__TI_I2_43,-,2080101,FRAGATA-GALERA,9__2__080_,9__2__080__2080101_1_IT_1,8_12992,8_12992_*,8_12992_
4310,8,352150,91080,1,1,1,12992,*,,7,TI,I,FRAGATA-GALERA,28,080,MAJADAHONDA,B2,Calle  Fragata N 17,20140401,20140401,,214.6764,13.36,9,_,28,080,9__1__080__-_1_IT_1_8_12992_*__TI_I_7,-,1080101,FRAGATA-GALERA,9__1__080_,9__1__080__1080101_1_IT_1,8_12992,8_12992_*,8_12992_
4311,8,352152,92080,2,1,1,12993,*,,47,TI,I2,FRAGATA-BARCO,28,080,MAJADAHONDA,B2,Calle  Fragata N 1,20140401,20140401,,213.4623,13.36,9,_,28,080,9__2__080__-_1_IT_1_8_12993_*__TI_I2_47,-,2080101,FRAGATA-BARCO,9__2__080_,9__2__080__2080101_1_IT_1,8_12993,8_12993_*,8_12993_
4312,8,352150,91080,1,1,1,12993,*,,11,TI,I,FRAGATA-BARCO,28,080,MAJADAHONDA,B2,Calle  Fragata N 1,20140401,20140401,,213.4623,13.36,9,_,28,080,9__1__080__-_1_IT_1_8_12993_*__TI_I_11,-,1080101,FRAGATA-BARCO,9__1__080_,9__1__080__1080101_1_IT_1,8_12993,8_12993_*,8_12993_
4313,8,352152,92080,2,1,1,12994,*,,42,TI,I2,FRAGATA-BAJEL,28,080,MAJADAHONDA,B2,Calle  Fragata N 27,20140401,20140401,,902.8437,40,9,_,28,080,9__2__080__-_1_IT_1_8_12994_*__TI_I2_42,-,2080101,FRAGATA-BAJEL,9__2__080_,9__2__080__2080101_1_IT_1,8_12994,8_12994_*,8_12994_
4314,8,352150,91080,1,1,1,12994,*,,6,TI,I,FRAGATA-BAJEL,28,080,MAJADAHONDA,B2,Calle  Fragata N 27,20140401,20140401,,307.4262,13.36,9,_,28,080,9__1__080__-_1_IT_1_8_12994_*__TI_I_6,-,1080101,FRAGATA-BAJEL,9__1__080_,9__1__080__1080101_1_IT_1,8_12994,8_12994_*,8_12994_
4315,8,352150,91080,1,1,1,12995,*,,37,TI,I2,AV.ESPAÑA-EL ZOCO,28,080,MAJADAHONDA,B2,Avda   España N 4900,20140401,20140401,,344.7906,40,9,_,28,080,9__1__080__-_1_IT_1_8_12995_*__TI_I2_37,-,1080101,AV.ESPAÑA-EL ZOCO,9__1__080_,9__1__080__1080101_1_IT_1,8_12995,8_12995_*,8_12995_
4316,8,352150,91080,1,1,1,13003,*,,31,TI,I2,NORIAS-EST.MAJADAHONDA,28,080,MAJADAHONDA,B2,Calle   Norias N 175,20140401,20140401,,493.657,40,9,92_263,28,080,9__1__080__-_1_IT_1_8_13003_*__TI_I2_31,-,1080101,NORIAS-EST.MAJADAHONDA,9__1__080_,9__1__080__1080101_1_IT_1,8_13003,8_13003_*,8_13003_
4317,8,352152,92080,2,1,1,17331,*,,33,TI,I2,AV.DOCTOR MARAÑÓN-MIGUEL HERNÁNDEZ,28,080,MAJADAHONDA,B2,Avda   Doctor Marañón N 51,20140401,20140401,,388.5383,40,9,_,28,080,9__2__080__-_1_IT_1_8_17331_*__TI_I2_33,-,2080101,AV.DOCTOR MARAÑÓN-MIGUEL HERNÁNDEZ,9__2__080_,9__2__080__2080101_1_IT_1,8_17331,8_17331_*,8_17331_
4318,8,352152,92080,2,1,1,06176,*,,28,TI,I2,AV.GUADARRAMA-AV.REYES CATÓLICOS,28,080,MAJADAHONDA,B2,Avda   Guadarrama N 2,20140401,20140401,,160.5274,-1,9,_,28,080,9__2__080__-_1_IT_1_8_06176_*__TI_I2_28,-,2080101,AV.GUADARRAMA-AV.REYES CATÓLICOS,9__2__080_,9__2__080__2080101_1_IT_1,8_06176,8_06176_*,8_06176_
4319,8,352150,91080,1,1,1,06424,*,,22,TI,I,AV.GUADARRAMA-CENTRO DE ESPECIALIDADES,28,080,MAJADAHONDA,B2,Avda  Guadarrama N 4,20140401,20140401,,328.521,13.36,9,_,28,080,9__1__080__-_1_IT_1_8_06424_*__TI_I_22,-,1080101,AV.GUADARRAMA-CENTRO DE ESPECIALIDADES,9__1__080_,9__1__080__1080101_1_IT_1,8_06424,8_06424_*,8_06424_
4320,8,352150,91080,1,1,1,15188,*,,45,TI,I2,SARASATE-JOAQUÍN TURINA,28,080,MAJADAHONDA,B2,Calle   Sarasate N 35,20140401,20140401,,436.1396,15,9,_,28,080,9__1__080__-_1_IT_1_8_15188_*__TI_I2_45,-,1080101,SARASATE-JOAQUÍN TURINA,9__1__080_,9__1__080__1080101_1_IT_1,8_15188,8_15188_*,8_15188_
4321,8,352152,92080,2,1,1,15189,*,,6,TI,I,SARASATE-JUZGADOS,28,080,MAJADAHONDA,B2,Calle  Sarasate N 33,20140401,20140401,,581.3677,13.36,9,_,28,080,9__2__080__-_1_IT_1_8_15189_*__TI_I_6,-,2080101,SARASATE-JUZGADOS,9__2__080_,9__2__080__2080101_1_IT_1,8_15189,8_15189_*,8_15189_
4322,8,352150,91080,1,1,1,17330,*,,18,TI,I,AV.DOCTOR MARAÑÓN-AV.GUADARRAMA,28,080,MAJADAHONDA,B2,Avda   Doctor Marañón N 51,20140401,20140401,,147.2117,40,9,_,28,080,9__1__080__-_1_IT_1_8_17330_*__TI_I_18,-,1080101,AV.DOCTOR MARAÑÓN-AV.GUADARRAMA,9__1__080_,9__1__080__1080101_1_IT_1,8_17330,8_17330_*,8_17330_
4323,8,352152,92080,2,1,1,17269,*,,5,TI,I,JOAQUÍN TURINA-CENTRO DE SALUD,28,080,MAJADAHONDA,B2,Calle   Joaquín Turina N 26,20140401,20140401,,542.76,15,9,_,28,080,9__2__080__-_1_IT_1_8_17269_*__TI_I_5,-,2080101,JOAQUÍN TURINA-CENTRO DE SALUD,9__2__080_,9__2__080__2080101_1_IT_1,8_17269,8_17269_*,8_17269_
4324,8,352150,91080,1,1,1,17270,*,,46,TI,I2,JOAQUÍN TURINA-CENTRO DE SALUD,28,080,MAJADAHONDA,B2,Calle  Joaquín Turina N 26,20140401,20140401,,366.9341,15,9,_,28,080,9__1__080__-_1_IT_1_8_17270_*__TI_I2_46,-,1080101,JOAQUÍN TURINA-CENTRO DE SALUD,9__1__080_,9__1__080__1080101_1_IT_1,8_17270,8_17270_*,8_17270_
4325,8,352152,92080,2,1,1,16386,*,,20,TI,I2,NORIAS-EST.MAJADAHONDA,28,080,MAJADAHONDA,B2,Calle   Norias N 175,20140401,20140401,,410.7133,40,9,92_263,28,080,9__2__080__-_1_IT_1_8_16386_*__TI_I2_20,-,2080101,NORIAS-EST.MAJADAHONDA,9__2__080_,9__2__080__2080101_1_IT_1,8_16386,8_16386_*,8_16386_
4326,8,352152,92080,2,1,1,17699,*,,19,TI,I,NORIAS-PARQUE,28,080,MAJADAHONDA,B2,Calle   Norias N 149,20140401,20140401,,478.4994,15,9,_,28,080,9__2__080__-_1_IT_1_8_17699_*__TI_I_19,-,2080101,NORIAS-PARQUE,9__2__080_,9__2__080__2080101_1_IT_1,8_17699,8_17699_*,8_17699_
4327,8,352150,91080,1,1,1,17700,*,,32,TI,I2,NORIAS-PARQUE,28,080,MAJADAHONDA,B2,Calle  Norias N 149,20140401,20140401,,503.3438,13.36,9,_,28,080,9__1__080__-_1_IT_1_8_17700_*__TI_I2_32,-,1080101,NORIAS-PARQUE,9__1__080_,9__1__080__1080101_1_IT_1,8_17700,8_17700_*,8_17700_
4328,8,352152,92080,2,1,1,17721,*,,4,TI,I,MANUEL DE FALLA-RUPERTO CHAPÍ,28,080,MAJADAHONDA,B2,Calle   Manuel de Falla N 8,20140401,20140401,,359.1129,40,9,_,28,080,9__2__080__-_1_IT_1_8_17721_*__TI_I_4,-,2080101,MANUEL DE FALLA-RUPERTO CHAPÍ,9__2__080_,9__2__080__2080101_1_IT_1,8_17721,8_17721_*,8_17721_
4329,8,352152,92080,2,1,1,17683,A,,2,TI,I,AV.OLIVA-MORENO TORROBA,28,080,MAJADAHONDA,B2,Avda   Oliva N 67,20140401,20140401,,244.8525,40,9,_,28,080,9__2__080__-_1_IT_1_8_17683_A__TI_I_2,-,2080101,AV.OLIVA-MORENO TORROBA,9__2__080_,9__2__080__2080101_1_IT_1,8_17683,8_17683_A,8_17683_
4330,8,352150,91080,1,1,1,17742,*,,24,TI,I,AV.ESPAÑA-AV.REYES CATÓLICOS,28,080,MAJADAHONDA,B2,Avda   España N 6300,20140401,20140401,,89.4812,40,9,_,28,080,9__1__080__-_1_IT_1_8_17742_*__TI_I_24,-,1080101,AV.ESPAÑA-AV.REYES CATÓLICOS,9__1__080_,9__1__080__1080101_1_IT_1,8_17742,8_17742_*,8_17742_
4331,8,352152,92080,2,1,1,17743,*,,27,TI,I2,AV.ESPAÑA-AV.REYES CATÓLICOS,28,080,MAJADAHONDA,B2,Avda   España N 6300,20140401,20140401,,270.7642,-1,9,_,28,080,9__2__080__-_1_IT_1_8_17743_*__TI_I2_27,-,2080101,AV.ESPAÑA-AV.REYES CATÓLICOS,9__2__080_,9__2__080__2080101_1_IT_1,8_17743,8_17743_*,8_17743_
4332,8,352152,92080,2,1,1,17684,*,,51,TI,I2,MANUEL FALLA-URG.HOSPITAL PTA.DE HIERRO,28,080,MAJADAHONDA,B2,Calle   Manuel de Falla N 35,20140401,20140401,,476.0286,-1,9,_,28,080,9__2__080__-_1_IT_1_8_17684_*__TI_I2_51,-,2080101,MANUEL FALLA-URG.HOSPITAL PTA.DE HIERRO,9__2__080_,9__2__080__2080101_1_IT_1,8_17684,8_17684_*,8_17684_
4333,8,352150,91080,1,1,1,17923,A,,1,TI,C,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,28,080,MAJADAHONDA,B2,Calle   Joaquín Rodrigo N 1,20140401,20140401,,497.3275,-1,9,_,28,080,9__1__080__-_1_IT_1_8_17923_A__TI_C_1,-,1080101,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,9__1__080_,9__1__080__1080101_1_IT_1,8_17923,8_17923_A,8_17923_
4334,8,352150,91080,1,1,1,17923,A,,49,TI,CN,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,28,080,MAJADAHONDA,B2,Calle   Joaquín Rodrigo N 1,20140401,20140401,,497.3275,-1,9,_,28,080,9__1__080__-_1_IT_1_8_17923_A__TI_CN_49,-,1080101,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,9__1__080_,9__1__080__1080101_1_IT_1,8_17923,8_17923_A,8_17923_
4335,8,352152,92080,2,1,1,17924,*,,52,TI,TN,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,28,080,MAJADAHONDA,B2,Calle   Joaquín Rodrigo N 1,20140401,20140401,,669.0882,-1,9,_,28,080,9__2__080__-_1_IT_1_8_17924_*__TI_TN_52,-,2080101,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,9__2__080_,9__2__080__2080101_1_IT_1,8_17924,8_17924_*,8_17924_
4336,8,352152,92080,2,1,1,17924,*,,1,TI,C,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,28,080,MAJADAHONDA,B2,Calle   Joaquín Rodrigo N 1,20140401,20140401,,669.0882,-1,9,_,28,080,9__2__080__-_1_IT_1_8_17924_*__TI_C_1,-,2080101,J.RODRIGO-HOSPITAL PUERTA DE HIERRO,9__2__080_,9__2__080__2080101_1_IT_1,8_17924,8_17924_*,8_17924_
4337,8,352150,91080,1,1,1,17925,*,,48,TI,I2,RUPERTO CHAPÍ-JOAQUIN RODRIGO,28,080,MAJADAHONDA,B2,Calle   Ruperto Chapí N SN,20140401,20140401,,216.9854,15,9,_,28,080,9__1__080__-_1_IT_1_8_17925_*__TI_I2_48,-,1080101,RUPERTO CHAPÍ-JOAQUIN RODRIGO,9__1__080_,9__1__080__1080101_1_IT_1,8_17925,8_17925_*,8_17925_
4338,8,352150,91080,1,1,1,17685,*,,2,TI,I,MANUEL FALLA-URG.HOSPITAL PTA.DE HIERRO,28,080,MAJADAHONDA,B2,Calle   Manuel de Falla N 35,20140401,20140401,,895.7795,15,9,_,28,080,9__1__080__-_1_IT_1_8_17685_*__TI_I_2,-,1080101,MANUEL FALLA-URG.HOSPITAL PTA.DE HIERRO,9__1__080_,9__1__080__1080101_1_IT_1,8_17685,8_17685_*,8_17685_
4339,8,352150,91080,1,1,1,18070,*,,8,TI,I,FRAGATA-BERGANTÍN,28,080,MAJADAHONDA,B2,Calle  Fragata N 17,20140401,20140401,,170.5693,13.36,9,_,28,080,9__1__080__-_1_IT_1_8_18070_*__TI_I_8,-,1080101,FRAGATA-BERGANTÍN,9__1__080_,9__1__080__1080101_1_IT_1,8_18070,8_18070_*,8_18070_
4340,8,352152,92080,2,1,1,18070,*,,44,TI,I2,FRAGATA-BERGANTÍN,28,080,MAJADAHONDA,B2,Calle  Fragata N 17,20140401,20140401,,170.5693,13.36,9,_,28,080,9__2__080__-_1_IT_1_8_18070_*__TI_I2_44,-,2080101,FRAGATA-BERGANTÍN,9__2__080_,9__2__080__2080101_1_IT_1,8_18070,8_18070_*,8_18070_
4341,8,352152,92080,2,1,1,18071,*,,39,TI,I2,CTRA.M516-ROSALÍA DE CASTRO,28,080,MAJADAHONDA,B2,Ctra  M-516 (Boadilla) N 6,20140401,20140401,,324.8622,40,9,_,28,080,9__2__080__-_1_IT_1_8_18071_*__TI_I2_39,-,2080101,CTRA.M516-ROSALÍA DE CASTRO,9__2__080_,9__2__080__2080101_1_IT_1,8_18071,8_18071_*,8_18071_
