OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA,LINEAS,OBJECTID_1,MODO_1,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION_1,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION_1,CODIGOPROVINCIA_1,CODIGOMUNICIPIO_1,MUNICIPIO,CORONATARIFARIA_1,DIRECCION,FECHAALTA_1,FECHAINICIO_1,FECHAFIN_1,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE_1,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
2398,8_18481,20160622,8,18481,CEBADILLAS-CAÑADA NUEVA,,S,,,,,,U,28,131,13102,1310201,00071,Calle,las,Cebadillas,N,3,,,28200,02,002,,T131147,1310201010,13,6,C1,3,131-002,1168,,533-1,2,9,20110228,20110228,,402978,4494691,N,,CEBADILLAS-CAÑADA NUEVA,,,,5230,8,346366,94131,4,1,1,18481,*,,29,TI,I2,CEBADILLAS-CAÑADA NUEVA,28,131,SAN LORENZO DE EL ESCORIAL,C1,Calle las Cebadillas N 3,20111227,20120118,,354.7354,-1,9,_,28,131,9__4__131__-_1_IT_1_8_18481_*__TI_I2_29,-,4131101,CEBADILLAS-CAÑADA NUEVA,9__4__131_,9__4__131__4131101_1_IT_1,8_18481,8_18481_*,8_18481_
2399,8_18556,20160622,8,18556,LEPANTO-RESIDENCIA,,S,,,,,,U,28,131,13102,1310201,00207,Calle,,Lepanto,N,3,,,28200,02,002,,T13195,1310201019,13,6,C1,3,131-002,1168,,533-1,2,9,20110407,20110407,,403148,4494748,N,,LEPANTO-RESIDENCIA,,,,5231,8,346366,94131,4,1,1,18556,*,,20,TI,I2,LEPANTO-RESIDENCIA,28,131,SAN LORENZO DE EL ESCORIAL,C1,Calle  Lepanto N 3,20111227,20120118,,160.7032,40,9,_,28,131,9__4__131__-_1_IT_1_8_18556_*__TI_I2_20,-,4131101,LEPANTO-RESIDENCIA,9__4__131_,9__4__131__4131101_1_IT_1,8_18556,8_18556_*,8_18556_
2400,8_12189,20160622,8,12189,AV.INFANTE DON LUIS-MENÉNDEZ PIDAL,,S,,,,,,U,28,022,02201,0220101,00519,Avda,del,Infante Don Luis,N,4,,,28660,01,014,,T022231,,,5,B2,2,022-007,956,,558-4,2,3,20010621,19010101,,424209,4473882,T,,AV.INFANTE DON LUIS-MENÉNDEZ PIDAL,,,,2063,8,337160,91022,1,2,1,12189,*,,22,TI,I,AV.INFANTE DON LUIS-MENÉNDEZ PIDAL,28,022,BOADILLA DEL MONTE,B2,Avda del Infante Don Luis N 4,20071119,20071227,,545.351,-1,9,_,28,022,9__1__022__-_2_IT_1_8_12189_*__TI_I_22,-,1022201,AV.INFANTE DON LUIS-MENÉNDEZ PIDAL,9__1__022_,9__1__022__1022201_2_IT_1,8_12189,8_12189_*,8_12189_
2401,8_12296,20160622,8,12296,CTRA.MAJADAHONDA-EST.BOADILLA CENTRO,,S,,,,93,387,U,28,022,02201,0220101,A0018,Ctra,de,Boadilla-Majadahonda,N,40,,,28660,01,006,,T022262,0220101004,,5,B2,3,022-006,955,,558-4,2,3,20010621,19010101,,425437,4473543,T,,CTRA.MAJADAHONDA-EST.BOADILLA CENTRO,,,,2053,8,345039,93022,3,2,1,12296,*,,16,TI,I,CTRA.MAJADAHONDA-EST.BOADILLA CENTRO,28,022,BOADILLA DEL MONTE,B2,Ctra de Boadilla-Majadahonda N 40,20110517,20110525,,1734.0731,40,9,93_387,28,022,9__3__022__-_2_IT_1_8_12296_*__TI_I_16,-,3022201,CTRA.MAJADAHONDA-EST.BOADILLA CENTRO,9__3__022_,9__3__022__3022201_2_IT_1,8_12296,8_12296_*,8_12296_
2402,8_07007,20160622,8,07007,VALLADOLID-C.C.EL VAL,,S,,,,,,U,28,005,00501,0050101,A0764,Calle, ,Valladolid,N,2,,,28804,05,008,,T005904,,,2,B3,2,005-025,881,,560-2,2,3,20010621,19010101,,470594,4481876,T,,VALLADOLID-C.C.EL VAL,,,,759,8,330633,96005,6,1,2,07007,*,,23,TI,I,VALLADOLID-C.C.EL VAL,28,005,ALCALA DE HENARES,B3,Calle   Valladolid N 2,00010621,19010101,,156.3861,40,9,_,28,005,9__6__005__df_1_IT_2_8_07007_*__TI_I_23,df,6005103,VALLADOLID-C.C.EL VAL,9__6__005_,9__6__005__6005103_1_IT_2,8_07007,8_07007_*,8_07007_
2403,8_17081,20160622,8,17081,OCTAVIO PAZ-PABLO NERUDA,,S,,,,,,U,28,005,00501,0050101,04560,Calle, ,Octavio Paz,N,29,,,28806,04,010,,T005268,,,2,B3,2,005-010,866,,535-3,2,3,20070531,20070531,,469458,4483971,T,,OCTAVIO PAZ-PABLO NERUDA,,,,915,8,350784,97005,7,2,1,17081,*,,20,TI,D,OCTAVIO PAZ-PABLO NERUDA,28,005,ALCALA DE HENARES,B3,Calle   Octavio Paz N 29,20131011,20131019,,378.5645,15,9,_,28,005,9__7__005__-_2_IT_1_8_17081_*__TI_D_20,-,7005201,OCTAVIO PAZ-PABLO NERUDA,9__7__005_,9__7__005__7005201_2_IT_1,8_17081,8_17081_*,8_17081_
2404,8_07036,20160622,8,07036,AV.JUAN DE AUSTRIA-AV.LOPE DE FIGUEROA,,S,,,,,,U,28,005,00501,0050101,A0370,Avda, ,Juan de Austria,N,30,,,28804,05,006,,T005794,0050101001,,2,B3,2,005-024,880,,560-2,2,3,20010621,19010101,,470323,4482092,T,,AV.JUAN DE AUSTRIA-AV.LOPE DE FIGUEROA,,,,445,8,308934,98005,8,1,1,07036,*,,11,TI,I,AV.JUAN DE AUSTRIA-AV.LOPE DE FIGUEROA,28,005,ALCALA DE HENARES,B3,Avda   Juan de Austria N 30,20010621,19010101,,122.0066,40,9,_,28,005,9__8__005__-_1_IT_1_8_07036_*__TI_I_11,-,8005101,AV.JUAN DE AUSTRIA-AV.LOPE DE FIGUEROA,9__8__005_,9__8__005__8005101_1_IT_1,8_07036,8_07036_*,8_07036_
2405,8_07057,20160622,8,07057,CHILE-BOLIVIA,,S,,,,,,U,28,005,00501,0050101,A0166,Calle,,Chile,N,11,,,28806,08,014,,T00580,0050101001,8,2,B3,3,005-002,858,,535-3,2,3,20010621,19010101,,466576,4484184,T,,CHILE-BOLIVIA,,,,838,8,349564,99005,9,1,1,07057,*,,10,TI,I,CHILE-BOLIVIA,28,005,ALCALA DE HENARES,B3,Calle  Chile N 11,20130415,20130429,,270.1218,-1,9,_,28,005,9__9__005__-_1_IT_1_8_07057_*__TI_I_10,-,9005101,CHILE-BOLIVIA,9__9__005_,9__9__005__9005101_1_IT_1,8_07057,8_07057_*,8_07057_
2406,8_07056,20160622,8,07056,CHILE-POL.IND.AZQUE,,S,,,,,,U,28,005,00501,0050101,A0166,Calle,,Chile,N,2,,,28806,08,014,,T00580,0050101001,8,2,B3,3,005-002,858,,535-3,2,3,20010621,19010101,,466404,4483985,T,,CHILE-POL.IND.AZQUE,,,,837,8,349564,99005,9,1,1,07056,*,,9,TI,I,CHILE-POL.IND.AZQUE,28,005,ALCALA DE HENARES,B3,Calle  Chile N 2,20130415,20130429,,589.6693,40,9,_,28,005,9__9__005__-_1_IT_1_8_07056_*__TI_I_9,-,9005101,CHILE-POL.IND.AZQUE,9__9__005_,9__9__005__9005101_1_IT_1,8_07056,8_07056_*,8_07056_
2407,8_07059,20160622,8,07059,PERÚ-POL.IND.AZQUE,,S,,,,,,U,28,005,00501,0050101,A0554,Calle,,Perú,N,41,A,,28806,08,014,,T00580,0050101001,8,2,B3,3,005-002,858,,535-3,2,3,20010621,19010101,,466209,4484291,T,,PERÚ-POL.IND.AZQUE,,,,840,8,349564,99005,9,1,1,07059,*,,12,TI,I,PERÚ-POL.IND.AZQUE,28,005,ALCALA DE HENARES,B3,Calle  Perú N 41A,20130415,20130429,,282.2427,-1,9,_,28,005,9__9__005__-_1_IT_1_8_07059_*__TI_I_12,-,9005101,PERÚ-POL.IND.AZQUE,9__9__005_,9__9__005__9005101_1_IT_1,8_07059,8_07059_*,8_07059_
2408,8_10181,20160622,8,10181,CTRA.M505-EMBALSE VALMAYOR,,S,,,,,,C,28,054,05409,0540999,10058,Ctra, ,M-505 (Madrid),KM,21900,,M-505,28280,01,001,9999,T054112,0540999999,13,6,C1,4,054-002,1158,,533-3,3,9,20010621,19010101,,411095,4492568,T,,CTRA.M505-EMBALSE VALMAYOR,,,,3319,8,342060,93054,3,2,1,10181,*,,9,TI,I,CTRA.M505-EMBALSE VALMAYOR,28,054,"ESCORIAL, EL",C1,Ctra   M-505 (Madrid) KM 21900,20100413,20100503,,1983.9685,-1,9,_,28,054,9__3__054__-_2_IT_1_8_10181_*__TI_I_9,-,3054201,CTRA.M505-EMBALSE VALMAYOR,9__3__054_,9__3__054__3054201_2_IT_1,8_10181,8_10181_*,8_10181_
2409,8_17972,20160622,8,17972,AV.COMUNIDAD MADRID-EST.BERNA,,S,,,,93,385,U,28,115,11504,1150401,A0180,Avda, ,Comunidad de Madrid,N,10,,,28224,02,019,,T115297,1150401016,,6,B1,3,115-010,997,,559-1,2,9,20090722,20090722,,433034,4477507,N,,AV.COMUNIDAD MADRID-EST.BERNA,,,,5040,8,355403,92115,2,1,1,17972,*,,26,TI,I2,AV.COMUNIDAD MADRID-EST.BERNA,28,115,POZUELO DE ALARCON,B1,Avda   Comunidad de Madrid N 10,20151110,20151124,,342.0325,40,9,93_385,28,115,9__2__115__-_1_IT_1_8_17972_*__TI_I2_26,-,2115101,AV.COMUNIDAD MADRID-EST.BERNA,9__2__115_,9__2__115__2115101_1_IT_1,8_17972,8_17972_*,8_17972_
2410,8_09496,20160622,8,09496,SAN JOSÉ OBRERO-JÚPITER,,S,,,,,,U,28,115,11504,1150401,A0620,Calle,,San José Obrero,N,28,,,28224,02,017,,T115318,1150401013,9,6,B1,3,115-009,996,,559-1,2,3,20010621,19010101,,432766,4477446,T,,SAN JOSÉ OBRERO-JÚPITER,,,,4961,8,355403,92115,2,1,1,09496,*,,25,TI,I2,SAN JOSÉ OBRERO-JÚPITER,28,115,POZUELO DE ALARCON,B1,Calle  San José Obrero N 28,20151110,20151124,,168.2948,-1,9,_,28,115,9__2__115__-_1_IT_1_8_09496_*__TI_I2_25,-,2115101,SAN JOSÉ OBRERO-JÚPITER,9__2__115_,9__2__115__2115101_1_IT_1,8_09496,8_09496_*,8_09496_
2411,8_06496,20160622,8,06496,FRANCISCO BELEÑA-SAN JOSÉ OBRERO,,S,,,,,,U,28,115,11504,1150401,A0288,Calle,,Francisco Beleña,N,17,,,28224,02,008,,T115283,1150401013,9,6,B1,3,115-009,996,,559-1,2,3,20010621,19010101,,432621,4477501,T,,FRANCISCO BELEÑA-SAN JOSÉ OBRERO,,,,5000,8,355403,92115,2,1,1,06496,*,,24,TI,I2,FRANCISCO BELEÑA-SAN JOSÉ OBRERO,28,115,POZUELO DE ALARCON,B1,Calle  Francisco Beleña N 17,20151110,20151124,,389.6186,15,9,_,28,115,9__2__115__-_1_IT_1_8_06496_*__TI_I2_24,-,2115101,FRANCISCO BELEÑA-SAN JOSÉ OBRERO,9__2__115_,9__2__115__2115101_1_IT_1,8_06496,8_06496_*,8_06496_
2412,8_13157,20160622,8,13157,AV.RODEO-BAJA,,S,,,,,,U,28,152,15211,1521101,00536,Avda,del,Rodeo,N,54,,,28250,01,006,,T152203,,,6,B3,2,152-003,1022,,533-4,2,3,20020617,20020617,,424659,4491961,T,,AV.RODEO-BAJA,,,,6088,8,356147,94152,4,1,1,13157,*,,31,TI,I2,AV.RODEO-BAJA,28,152,TORRELODONES,B3,Avda del Rodeo N 54,20160203,20160222,,638.9048,40,9,_,28,152,9__4__152__-_1_IT_1_8_13157_*__TI_I2_31,-,4152101,AV.RODEO-BAJA,9__4__152_,9__4__152__4152101_1_IT_1,8_13157,8_13157_*,8_13157_
2413,8_10744,20160622,8,10744,AV.HITO-AV.LOMA,,S,,,,,,U,28,152,15211,1521101,00479,Avda,del,Hito,N,2,,,28250,01,006,,T15287,,,6,B3,2,152-003,1022,,533-4,2,3,20010621,19010101,,425275,4492642,T,,AV.HITO-AV.LOMA,,,,5995,8,356164,95152,5,1,2,10744,*,,26,TI,I2,AV.HITO-AV.LOMA,28,152,TORRELODONES,B3,Avda del Hito N 2,20160204,20160222,,247.0594,40,9,_,28,152,9__5__152__di_1_IT_2_8_10744_*__TI_I2_26,di,5152103,AV.HITO-AV.LOMA,9__5__152_,9__5__152__5152103_1_IT_2,8_10744,8_10744_*,8_10744_
2414,8_13154,20160622,8,13154,AV.HITO-AV.LOMA,,S,,,,,,U,28,152,15211,1521101,00479,Avda,del,Hito,N,1,,,28250,01,006,,T15282,,,6,B3,2,152-003,1022,,533-4,2,3,20020617,20020617,,425265,4492639,T,Fte a Nº 16,AV.HITO-AV.LOMA,,,,6085,8,356147,94152,4,1,1,13154,*,,28,TI,I,AV.HITO-AV.LOMA,28,152,TORRELODONES,B3,Avda del Hito N 1,20160203,20160222,,233.1888,40,9,_,28,152,9__4__152__-_1_IT_1_8_13154_*__TI_I_28,-,4152101,AV.HITO-AV.LOMA,9__4__152_,9__4__152__4152101_1_IT_1,8_13154,8_13154_*,8_13154_
2415,8_11484,20160622,8,11484,HOCES DEL CABRIEL-GROENLANDIA,,S,,,,,,U,28,065,06504,0650401,60242,Calle,de las,Hoces del Cabriel,N,1,,,28909,04,029,,T06588,0650401004,7,4,B1,3,065-008,712,,582-2,2,3,20010621,19010101,,443867,4464309,T,,HOCES DEL CABRIEL-GROENLANDIA,,,,3824,8,349809,94065,4,1,1,11484,*,,28,TI,D,HOCES DEL CABRIEL-GROENLANDIA,28,065,GETAFE,B1,Calle de las Hoces del Cabriel N 1,20130607,20130701,,514.7093,13.36,9,_,28,065,9__4__065__-_1_IT_1_8_11484_*__TI_D_28,-,4065101,HOCES DEL CABRIEL-GROENLANDIA,9__4__065_,9__4__065__4065101_1_IT_1,8_11484,8_11484_*,8_11484_
2416,8_09955,20160622,8,09955,GABRIEL GªMÁRQUEZ-CENTRO PROFESORADO,,S,,,,,,U,28,047,04705,0470501,A0283,Calle,,Ramón Fernández Soler,N,55,,,28400,01,009,,T047468,0470501023,9,6,B3,3,047-008,970,,533-2,3,0,20010621,19010101,,414238,4497691,T,,GABRIEL GªMÁRQUEZ-CENTRO PROFESORADO,,,,2553,8,350925,91047,1,1,2,09955,*,,3,TI,I,GABRIEL GªMÁRQUEZ-CENTRO PROFESORADO,28,047,COLLADO VILLALBA,B3,Calle  Ramón Fernández Soler N 55,20131028,20131101,,325.512,13.36,9,_,28,047,9__1__047__l13_1_IT_2_8_09955_*__TI_I_3,l13,1047106,GABRIEL GªMÁRQUEZ-CENTRO PROFESORADO,9__1__047_,9__1__047__1047106_1_IT_2,8_09955,8_09955_*,8_09955_
2417,8_18088,20160622,8,18088,COMUNIDAD MADRID-BURGOCENTRO,,S,,,,,,U,28,127,12704,1270401,02251,Calle,de la,Comunidad de Madrid,N,41,,,28231,01,033,,T127842,1270401001,9,6,B2,3,127-010,1019,,558-2,2,9,20091203,20091203,,425704,4482828,N,,COMUNIDAD MADRID-BURGOCENTRO,,,,5115,8,308844,91127,1,2,1,18088,*,,13,TI,I,COMUNIDAD MADRID-BURGOCENTRO,28,127,"ROZAS DE MADRID, LAS",B2,Calle de la Comunidad de Madrid N 41,20010621,19010101,,403.8851,15,9,_,28,127,9__1__127__-_2_IT_1_8_18088_*__TI_I_13,-,1127201,COMUNIDAD MADRID-BURGOCENTRO,9__1__127_,9__1__127__1127201_2_IT_1,8_18088,8_18088_*,8_18088_
2418,8_18107,20160622,8,18107,PºERMITA SANTA ANA-C.C.EL VENTANAL,,S,,,,,,U,28,045,04501,0450199,01832,Paseo,de la,Ermita de Santa Ana,N,SN,,,28770,01,016,,T045393,0450199999,6,7,B3,3,045-006,614,,534-1,2,3,20100118,20100118,,436079,4501379,N,,PºERMITA SANTA ANA-C.C.EL VENTANAL,,,,2507,8,346581,96045,6,1,1,18107,*,,10,TI,I,PºERMITA SANTA ANA-C.C.EL VENTANAL,28,045,COLMENAR VIEJO,B3,Paseo de la Ermita de Santa Ana N SN,20120125,20120213,,1136.4482,31.68,9,_,28,045,9__6__045__-_1_IT_1_8_18107_*__TI_I_10,-,6045101,PºERMITA SANTA ANA-C.C.EL VENTANAL,9__6__045_,9__6__045__6045101_1_IT_1,8_18107,8_18107_*,8_18107_
2419,8_17504,20160622,8,17504,SAN JUAN-DEHESA DEL SOTO,,S,,,,,,U,28,068,06802,0680201,00786,Calle, ,San Juan,N,1,,,28440,01,004,,T06863,,,6,C1,3,068-001,1160,,508-3,2,3,20080306,20080306,,408647,4504310,T,,SAN JUAN-DEHESA DEL SOTO,,,,4159,8,338138,94068,4,2,2,17504,*,,13,TI,I,SAN JUAN-DEHESA DEL SOTO,28,068,GUADARRAMA,C1,Calle   San Juan N 1,20080312,20080331,,458.7135,-1,9,_,28,068,9__4__068__s._2_IT_2_8_17504_*__TI_I_13,s.,4068202,SAN JUAN-DEHESA DEL SOTO,9__4__068_,9__4__068__4068202_2_IT_2,8_17504,8_17504_*,8_17504_
2420,8_12222,20160622,8,12222,AV.PEÑASCALES-URB.SALUD Y ALEGRÍA,,S,,,,,,Z,28,152,15211,1521101,A0007,Avda,de los,Peñascales,N,11,,,28250,01,009,,T152264,,,6,B3,2,152-003,1022,,533-4,2,3,20010621,19010101,,423309,4492048,T,,AV.PEÑASCALES-URB.SALUD Y ALEGRÍA,,,,5972,8,356147,94152,4,1,1,12222,*,,42,TI,I2,AV.PEÑASCALES-URB.SALUD Y ALEGRÍA,28,152,TORRELODONES,B3,Avda de los Peñascales N 11,20160203,20160222,,329.7848,40,9,_,28,152,9__4__152__-_1_IT_1_8_12222_*__TI_I2_42,-,4152101,AV.PEÑASCALES-URB.SALUD Y ALEGRÍA,9__4__152_,9__4__152__4152101_1_IT_1,8_12222,8_12222_*,8_12222_
2421,8_18557,20160622,8,18557,APARCAMIENTO-EST.SAN FERNANDO,,S,,,,93,333,U,28,049,04901,0490101,10029,Calle, ,Estación de ferrocarril,N,6,,,28823,04,002,,T04914,0490101019,,2,B1,2,049-003,896,,559-2,2,3,20110413,20110413,,454858,4477196,N,,APARCAMIENTO-EST.SAN FERNANDO,,,,3277,8,308871,92049,2,2,1,18557,*,,20,TI,CN,APARCAMIENTO-EST.SAN FERNANDO,28,049,COSLADA,B1,Calle   Estación de ferrocarril N 6,20010621,19010101,,408.5581,15,9,93_333,28,049,9__2__049__-_2_IT_1_8_18557_*__TI_CN_20,-,2049201,APARCAMIENTO-EST.SAN FERNANDO,9__2__049_,9__2__049__2049201_2_IT_1,8_18557,8_18557_*,8_18557_
2422,8_10670,20160622,8,10670,FEDERICA MONTSENY-URB.ARROYO ARRIBA,Con Calle Camino del Moral,S,,,,,,U,28,047,04711,0470199,01916,Calle, ,Federica Montseny,N,17,,,28400,01,017,,T04730,,,6,B3,2,047-002,964,,533-2,2,3,20010621,19010101,,417923,4500651,T,,FEDERICA MONTSENY-URB.ARROYO ARRIBA,,,,2602,8,351012,96047,6,1,2,10670,*,,14,TI,I,FEDERICA MONTSENY-URB.ARROYO ARRIBA,28,047,COLLADO VILLALBA,B3,Calle   Federica Montseny N 17,20131029,20131101,,182.0845,-1,9,_,28,047,9__6__047__l11_1_IT_2_8_10670_*__TI_I_14,l11,6047103,FEDERICA MONTSENY-URB.ARROYO ARRIBA,9__6__047_,9__6__047__6047103_1_IT_2,8_10670,8_10670_*,8_10670_
2423,8_06982,20160622,8,06982,LUIS VIVES-BEATRÍZ GALINDO,,S,,,,,,U,28,005,00501,0050101,A0424,Calle,,Luis Vives,N,3,,,28803,03,002,,T0051075,0050101026,8,2,B3,3,005-021,877,,560-1,2,3,20010621,19010101,,468832,4480974,T,,LUIS VIVES-BEATRÍZ GALINDO,,,,611,8,330633,96005,6,1,2,06982,*,,8,TI,I,LUIS VIVES-BEATRÍZ GALINDO,28,005,ALCALA DE HENARES,B3,Calle  Luis Vives N 3,00010621,19010101,,461.9557,15,9,_,28,005,9__6__005__df_1_IT_2_8_06982_*__TI_I_8,df,6005103,LUIS VIVES-BEATRÍZ GALINDO,9__6__005_,9__6__005__6005103_1_IT_2,8_06982,8_06982_*,8_06982_
2424,8_18098,20160622,8,18098,AV.JUAN PABLO II-TALGO,,S,,,,,,U,28,045,04501,0450101,C0014,Avda,de,Juan Pablo II,N,16,,,28770,01,016,,T045636,,,7,B3,2,045-004,612,,534-1,2,3,20100115,20100115,,433628,4500092,N,,AV.JUAN PABLO II-TALGO,,,,2491,8,346581,96045,6,1,1,18098,*,,3,TI,I,AV.JUAN PABLO II-TALGO,28,045,COLMENAR VIEJO,B3,Avda de Juan Pablo II N 16,20120125,20120213,,593.27,13.36,9,_,28,045,9__6__045__-_1_IT_1_8_18098_*__TI_I_3,-,6045101,AV.JUAN PABLO II-TALGO,9__6__045_,9__6__045__6045101_1_IT_1,8_18098,8_18098_*,8_18098_
2425,8_18099,20160622,8,18099,AV.JUAN PABLO II-TALGO,,S,,,,,,U,28,045,04501,0450101,C0014,Avda,de,Juan Pablo II,N,16,,,28770,01,016,,T0455712,,,7,B3,2,045-004,612,,534-1,2,3,20100115,20100115,,433674,4500063,N,,AV.JUAN PABLO II-TALGO,,,,2493,8,346583,96045,6,2,1,18099,*,,9,TI,I,AV.JUAN PABLO II-TALGO,28,045,COLMENAR VIEJO,B3,Avda de Juan Pablo II N 16,20120125,20120213,,306.8057,13.36,9,_,28,045,9__6__045__-_2_IT_1_8_18099_*__TI_I_9,-,6045201,AV.JUAN PABLO II-TALGO,9__6__045_,9__6__045__6045201_2_IT_1,8_18099,8_18099_*,8_18099_
2426,8_18100,20160622,8,18100,ESTACIÓN CHAMARTÍN-POLIDEPORTIVO,,S,,,,,,U,28,045,04501,0450101,C0029,Calle,de la,Estación de Chamartín,N,1,,,28770,01,016,,T045583,0450101043,6,7,B3,3,045-004,612,,534-1,2,3,20100115,20100115,,433401,4500066,N,,ESTACIÓN CHAMARTÍN-POLIDEPORTIVO,,,,2495,8,346583,96045,6,2,1,18100,*,,8,TI,I,ESTACIÓN CHAMARTÍN-POLIDEPORTIVO,28,045,COLMENAR VIEJO,B3,Calle de la Estación de Chamartín N 1,20120125,20120213,,357.1369,13.36,9,_,28,045,9__6__045__-_2_IT_1_8_18100_*__TI_I_8,-,6045201,ESTACIÓN CHAMARTÍN-POLIDEPORTIVO,9__6__045_,9__6__045__6045201_2_IT_1,8_18100,8_18100_*,8_18100_
2427,8_18096,20160622,8,18096,AV.JUAN PABLO II-AGAPITO G.SERRANITO,,S,,,,,,U,28,045,04501,0450101,C0014,Calle,de,Juan Pablo II,N,1,,,28770,01,016,,T045583,0450101043,6,7,B3,3,045-004,612,,534-1,2,3,20100115,20100115,,434258,4500055,N,,AV.JUAN PABLO II-AGAPITO G.SERRANITO,,,,2487,8,346583,96045,6,2,1,18096,*,,10,TI,I,AV.JUAN PABLO II-AGAPITO G.SERRANITO,28,045,COLMENAR VIEJO,B3,Calle de Juan Pablo II N 1,20120125,20120213,,567.1704,13.36,9,_,28,045,9__6__045__-_2_IT_1_8_18096_*__TI_I_10,-,6045201,AV.JUAN PABLO II-AGAPITO G.SERRANITO,9__6__045_,9__6__045__6045201_2_IT_1,8_18096,8_18096_*,8_18096_
2428,8_18097,20160622,8,18097,AV.JUAN PABLO II-AGAPITO G.SERRANITO,,S,,,,,,U,28,045,04501,0450101,C0014,Avda,de,Juan Pablo II,N,16,,,28770,01,016,,T045635,,,7,B3,2,045-004,612,,534-1,2,3,20100115,20100115,,434214,4500086,N,,AV.JUAN PABLO II-AGAPITO G.SERRANITO,,,,2489,8,346581,96045,6,1,1,18097,*,,2,TI,I,AV.JUAN PABLO II-AGAPITO G.SERRANITO,28,045,COLMENAR VIEJO,B3,Avda de Juan Pablo II N 16,20120125,20120213,,551.1463,40,9,_,28,045,9__6__045__-_1_IT_1_8_18097_*__TI_I_2,-,6045101,AV.JUAN PABLO II-AGAPITO G.SERRANITO,9__6__045_,9__6__045__6045101_1_IT_1,8_18097,8_18097_*,8_18097_
2429,8_18101,20160622,8,18101,ESTACIÓN CHAMARTÍN-POLIDEPORTIVO,,S,,,,,,U,28,045,04501,0450101,C0029,Calle,de la,Estación de Chamartín,N,2,,,28770,01,016,,T045631,,,7,B3,2,045-004,612,,534-1,2,3,20100115,20100115,,433390,4500090,N,,ESTACIÓN CHAMARTÍN-POLIDEPORTIVO,,,,2497,8,346581,96045,6,1,1,18101,*,,4,TI,I,ESTACIÓN CHAMARTÍN-POLIDEPORTIVO,28,045,COLMENAR VIEJO,B3,Calle de la Estación de Chamartín N 2,20120125,20120213,,260.4947,13.36,9,_,28,045,9__6__045__-_1_IT_1_8_18101_*__TI_I_4,-,6045101,ESTACIÓN CHAMARTÍN-POLIDEPORTIVO,9__6__045_,9__6__045__6045101_1_IT_1,8_18101,8_18101_*,8_18101_
2430,8_18102,20160622,8,18102,ESTACIÓN CHAMARTÍN-ESTACIÓN DELICIAS,,S,,,,,,U,28,045,04501,0450101,C0029,Calle,de la,Estación de Chamartín,N,8,,,28770,01,016,,T045617,,,7,B3,2,045-004,612,,534-1,2,3,20100115,20100115,,433235,4500350,N,,ESTACIÓN CHAMARTÍN-ESTACIÓN DELICIAS,,,,2499,8,346581,96045,6,1,1,18102,*,,5,TI,I,ESTACIÓN CHAMARTÍN-ESTACIÓN DELICIAS,28,045,COLMENAR VIEJO,B3,Calle de la Estación de Chamartín N 8,20120125,20120213,,336.344,15,9,_,28,045,9__6__045__-_1_IT_1_8_18102_*__TI_I_5,-,6045101,ESTACIÓN CHAMARTÍN-ESTACIÓN DELICIAS,9__6__045_,9__6__045__6045101_1_IT_1,8_18102,8_18102_*,8_18102_
