OBJECTID,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,IDFINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,IDFITINERARIO,IDFESTACION,IDFPOSTE,IDFANDEN
5721,6,351604,526,N26,1,1,721,*,,29,TI,I,NTRA.SRA.DE LA LUZ-OCAÑA,28,079,MADRID,A,Calle de Nuestra Señora de la Luz N 118,20140204,20140113,,275.3001,0,6,_,,,6_N_526_____1_IT_1_6_721_*__TI_I_29,,-,,6_N_526___,6_N_526____-_1_IT_1,6_721,6_721_*,6_721_
5722,6,351603,017,17,1,1,721,*,,20,TI,I,NTRA.SRA.DE LA LUZ-OCAÑA,28,079,MADRID,A,Calle de Nuestra Señora de la Luz N 118,20140204,20140113,,275.3001,0,6,_,,,6__17_____1_IT_1_6_721_*__TI_I_20,,,,6__17___,6__17_____1_IT_1,6_721,6_721_*,6_721_
5723,6,351604,526,N26,1,1,723,*,,30,TI,I,"OCAÑA,69",28,079,MADRID,A,Calle de Ocaña N 69,20140204,20140113,,282.892,0,6,_,,,6_N_526_____1_IT_1_6_723_*__TI_I_30,,-,,6_N_526___,6_N_526____-_1_IT_1,6_723,6_723_*,6_723_
5724,6,351603,017,17,1,1,723,*,,21,TI,I,"OCAÑA,69",28,079,MADRID,A,Calle de Ocaña N 69,20140204,20140113,,282.892,-1,6,_,,,6__17_____1_IT_1_6_723_*__TI_I_21,,,,6__17___,6__17_____1_IT_1,6_723,6_723_*,6_723_
5725,6,351604,526,N26,1,1,724,*,,32,TI,I,OCAÑA-CAMARENA,28,079,MADRID,A,Calle de Ocaña N 15,20140204,20140113,,402.1107,0,6,90_1,,,6_N_526_____1_IT_1_6_724_*__TI_I_32,,-,,6_N_526___,6_N_526____-_1_IT_1,6_724,6_724_*,6_724_
5726,6,351603,017,17,1,1,724,*,,24,TI,I,OCAÑA-CAMARENA,28,079,MADRID,A,Calle de Ocaña N 15,20140204,20140113,,180.2619,-1,6,90_1,,,6__17_____1_IT_1_6_724_*__TI_I_24,,,,6__17___,6__17_____1_IT_1,6_724,6_724_*,6_724_
5727,6,283733,117,117,1,1,725,*,,2,TI,I,INTERCAMBIADOR DE ALUCHE,28,079,MADRID,A,Calle de Valmojado N SN,19991221,19960622,,87.4667,-1,6,90_1,,,6__117_____1_IT_1_6_725_*__TI_I_2,,,,6__117___,6__117_____1_IT_1,6_725,6_725_*,6_725_
5728,6,351603,017,17,1,1,725,*,,25,TI,I,INTERCAMBIADOR DE ALUCHE,28,079,MADRID,A,Calle de Valmojado N SN,20140204,20140113,,228.7316,-1,6,90_1,,,6__17_____1_IT_1_6_725_*__TI_I_25,,,,6__17___,6__17_____1_IT_1,6_725,6_725_*,6_725_
5729,6,283733,117,117,1,1,726,*,,4,TI,I,AV.RAFAEL FINAT-AV.GRAL.FANJUL,28,079,MADRID,A,Calle de Rafael Finat N 2,19991221,19960622,,142.9174,-1,6,_,,,6__117_____1_IT_1_6_726_*__TI_I_4,,,,6__117___,6__117_____1_IT_1,6_726,6_726_*,6_726_
5730,6,351603,017,17,1,1,726,*,,27,TI,I,AV.RAFAEL FINAT-AV.GRAL.FANJUL,28,079,MADRID,A,Calle de Rafael Finat N 2,20140204,20140113,,142.9174,-1,6,_,,,6__17_____1_IT_1_6_726_*__TI_I_27,,,,6__17___,6__17_____1_IT_1,6_726,6_726_*,6_726_
5731,6,283733,117,117,1,1,727,*,,5,TI,I,AV.RAFAEL FINAT Nº 36,28,079,MADRID,A,Calle de Rafael Finat N 36,19991221,19960622,,339.0092,12.859,6,_,,,6__117_____1_IT_1_6_727_*__TI_I_5,,,,6__117___,6__117_____1_IT_1,6_727,6_727_*,6_727_
5732,6,351603,017,17,1,1,727,*,,28,TI,I,AV.RAFAEL FINAT Nº 36,28,079,MADRID,A,Calle de Rafael Finat N 36,20140204,20140113,,339.0092,11.876,6,_,,,6__17_____1_IT_1_6_727_*__TI_I_28,,,,6__17___,6__17_____1_IT_1,6_727,6_727_*,6_727_
5733,6,283733,117,117,1,1,728,*,,6,TI,I,AV.RAFAEL FINAT-JOSE DE CADALSO,28,079,MADRID,A,Calle de Rafael Finat N 46A,19991221,19960622,,334.4433,12.859,6,_,,,6__117_____1_IT_1_6_728_*__TI_I_6,,,,6__117___,6__117_____1_IT_1,6_728,6_728_*,6_728_
5734,6,351603,017,17,1,1,728,*,,29,TI,I,AV.RAFAEL FINAT-JOSE DE CADALSO,28,079,MADRID,A,Calle de Rafael Finat N 46A,20140204,20140113,,334.4433,11.876,6,_,,,6__17_____1_IT_1_6_728_*__TI_I_29,,,,6__17___,6__17_____1_IT_1,6_728,6_728_*,6_728_
5735,6,283679,139,139,1,1,729,*,,10,TI,I,GRAL.ROMERO BASART-AV.RAFAEL FINAT,28,079,MADRID,A,Calle del General Romero Basart N 85,19991221,19871201,,334.7919,-1,6,_,,,6__139_____1_IT_1_6_729_*__TI_I_10,,,,6__139___,6__139_____1_IT_1,6_729,6_729_*,6_729_
5736,6,351603,017,17,1,1,729,*,,30,TI,I,GRAL.ROMERO BASART-AV.RAFAEL FINAT,28,079,MADRID,A,Calle del General Romero Basart N 85,20140204,20140113,,275.9538,-1,6,_,,,6__17_____1_IT_1_6_729_*__TI_I_30,,,,6__17___,6__17_____1_IT_1,6_729,6_729_*,6_729_
5737,6,352421,034,34,1,1,729,*,,36,TI,I,GRAL.ROMERO BASART-AV.RAFAEL FINAT,28,079,MADRID,A,Calle del General Romero Basart N 85,19991221,20140526,,311.683,30,6,_,,,6__34_____1_IT_1_6_729_*__TI_I_36,,,,6__34___,6__34_____1_IT_1,6_729,6_729_*,6_729_
5738,6,283679,139,139,1,1,730,*,,11,TI,I,GRAL.ROMERO BASART-O.PLASENCIA,28,079,MADRID,A,Calle del General Romero Basart N 63,19991221,19871201,,244.352,30,6,_,,,6__139_____1_IT_1_6_730_*__TI_I_11,,,,6__139___,6__139_____1_IT_1,6_730,6_730_*,6_730_
5739,6,351603,017,17,1,1,730,*,,31,TI,I,GRAL.ROMERO BASART-O.PLASENCIA,28,079,MADRID,A,Calle del General Romero Basart N 63,20140204,20140113,,244.353,13.36,6,_,,,6__17_____1_IT_1_6_730_*__TI_I_31,,,,6__17___,6__17_____1_IT_1,6_730,6_730_*,6_730_
5740,6,283680,139,139,2,1,731,*,,12,TI,I,GRAL.ROMERO BASART-GRAL.FANJUL,28,079,MADRID,A,Calle del General Romero Basart N 1A,19991221,19871201,,378.6263,15.099,6,_,,,6__139_____2_IT_1_6_731_*__TI_I_12,,,,6__139___,6__139_____2_IT_1,6_731,6_731_*,6_731_
5741,6,331531,519,N19,1,1,732,*,,33,TI,T,GRAL.ROMERO BASART-OLIVA PLASENCIA,28,079,MADRID,A,Calle de Oliva de Plasencia N 48,20021028,20021013,,159.491,13.36,6,_,,,6_N_519_____1_IT_1_6_732_*__TI_T_33,,,,6_N_519___,6_N_519_____1_IT_1,6_732,6_732_*,6_732_
5742,6,331532,519,N19,2,1,732,*,,1,TI,T,GRAL.ROMERO BASART-OLIVA PLASENCIA,28,079,MADRID,A,Calle de Oliva de Plasencia N 48,20021028,20021013,,0,0,6,_,,,6_N_519_____2_IT_1_6_732_*__TI_T_1,,,,6_N_519___,6_N_519_____2_IT_1,6_732,6_732_*,6_732_
5743,6,344337,039,39,1,1,732,*,,33,TI,T,GRAL.ROMERO BASART-OLIVA PLASENCIA,28,079,MADRID,A,Calle de Oliva de Plasencia N 48,20110311,20110309,,159.49,30,6,_,,,6__39_____1_IT_1_6_732_*__TI_T_33,,,,6__39___,6__39_____1_IT_1,6_732,6_732_*,6_732_
5744,6,344338,039,39,2,1,732,*,,1,TI,T,GRAL.ROMERO BASART-OLIVA PLASENCIA,28,079,MADRID,A,Calle de Oliva de Plasencia N 48,20110311,20110309,,0,0,6,_,,,6__39_____2_IT_1_6_732_*__TI_T_1,,,,6__39___,6__39_____2_IT_1,6_732,6_732_*,6_732_
5745,6,283734,117,117,2,1,733,*,,2,TI,I,GRAL.ROMERO BASART-RAFAEL FINAT,28,079,MADRID,A,Calle del General Romero Basart N 54,19991221,19960622,,198.3389,13.36,6,_,,,6__117_____2_IT_1_6_733_*__TI_I_2,,,,6__117___,6__117_____2_IT_1,6_733,6_733_*,6_733_
5746,6,283680,139,139,2,1,733,*,,14,TI,I,GRAL.ROMERO BASART-RAFAEL FINAT,28,079,MADRID,A,Calle del General Romero Basart N 54,19991221,19871201,,198.339,13.36,6,_,,,6__139_____2_IT_1_6_733_*__TI_I_14,,,,6__139___,6__139_____2_IT_1,6_733,6_733_*,6_733_
5747,6,331532,519,N19,2,1,733,*,,2,TI,I,GRAL.ROMERO BASART-RAFAEL FINAT,28,079,MADRID,A,Calle del General Romero Basart N 54,20021028,20021013,,238.828,30,6,_,,,6_N_519_____2_IT_1_6_733_*__TI_I_2,,,,6_N_519___,6_N_519_____2_IT_1,6_733,6_733_*,6_733_
5748,6,335788,017,17,2,1,733,*,,8,TI,I,GRAL.ROMERO BASART-RAFAEL FINAT,28,079,MADRID,A,Calle del General Romero Basart N 54,20070108,20061222,,198.304,,6,_,,,6__17_____2_IT_1_6_733_*__TI_I_8,,,,6__17___,6__17_____2_IT_1,6_733,6_733_*,6_733_
5749,6,344338,039,39,2,1,733,*,,2,TI,I,GRAL.ROMERO BASART-RAFAEL FINAT,28,079,MADRID,A,Calle del General Romero Basart N 54,20110311,20110309,,238.832,30,6,_,,,6__39_____2_IT_1_6_733_*__TI_I_2,,,,6__39___,6__39_____2_IT_1,6_733,6_733_*,6_733_
5750,6,352422,034,34,2,1,733,*,,6,TI,I,GRAL.ROMERO BASART-RAFAEL FINAT,28,079,MADRID,A,Calle del General Romero Basart N 54,19991221,20140526,,198.339,30,6,_,,,6__34_____2_IT_1_6_733_*__TI_I_6,,,,6__34___,6__34_____2_IT_1,6_733,6_733_*,6_733_
5751,6,283734,117,117,2,1,734,*,,3,TI,I,AV.RAFAEL FINAT-JOSE DE CADALSO,28,079,MADRID,A,Calle de Rafael Finat N 67,19991221,19960622,,265.426,30,6,_,,,6__117_____2_IT_1_6_734_*__TI_I_3,,,,6__117___,6__117_____2_IT_1,6_734,6_734_*,6_734_
5752,6,335788,017,17,2,1,734,*,,9,TI,I,AV.RAFAEL FINAT-JOSE DE CADALSO,28,079,MADRID,A,Calle de Rafael Finat N 67,20070108,20061222,,265.426,13.36,6,_,,,6__17_____2_IT_1_6_734_*__TI_I_9,,,,6__17___,6__17_____2_IT_1,6_734,6_734_*,6_734_
5753,6,335788,017,17,2,1,735,*,,10,TI,I,AV.RAFAEL FINAT Nº 31,28,079,MADRID,A,Calle de Rafael Finat N 23,20070108,20061222,,392.6359,13.148,6,_,,,6__17_____2_IT_1_6_735_*__TI_I_10,,,,6__17___,6__17_____2_IT_1,6_735,6_735_*,6_735_
5754,6,283734,117,117,2,1,735,*,,4,TI,I,AV.RAFAEL FINAT Nº 31,28,079,MADRID,A,Calle de Rafael Finat N 23,19991221,19960622,,392.6359,7.422,6,_,,,6__117_____2_IT_1_6_735_*__TI_I_4,,,,6__117___,6__117_____2_IT_1,6_735,6_735_*,6_735_
5755,6,283734,117,117,2,1,736,*,,5,TI,I,AV.RAFAEL FINAT-AV.GRAL.FANJUL,28,079,MADRID,A,Calle de la Vidauba N 2,19991221,19960622,,323.7533,7.422,6,_,,,6__117_____2_IT_1_6_736_*__TI_I_5,,,,6__117___,6__117_____2_IT_1,6_736,6_736_*,6_736_
5756,6,335788,017,17,2,1,736,*,,11,TI,I,AV.RAFAEL FINAT-AV.GRAL.FANJUL,28,079,MADRID,A,Calle de la Vidauba N 2,20070108,20061222,,323.7533,13.148,6,_,,,6__17_____2_IT_1_6_736_*__TI_I_11,,,,6__17___,6__17_____2_IT_1,6_736,6_736_*,6_736_
5757,6,333593,068,C1,1,1,737,*,,7,TI,I,JOAQUIN COSTA-PZA.REP.ARGENTINA,28,079,MADRID,A,Calle de Joaquín Costa N 20,20050328,20050414,,174.681,30,6,93_312,,,6__68_____1_IT_1_6_737_*__TI_I_7,,,,6__68___,6__68_____1_IT_1,6_737,6_737_*,6_737_
5758,6,335788,017,17,2,1,738,*,,15,TI,I,"OCAÑA,100",28,079,MADRID,A,Calle de Ocaña N 98,20070108,20061222,,180.0575,-1,6,_,,,6__17_____2_IT_1_6_738_*__TI_I_15,,,,6__17___,6__17_____2_IT_1,6_738,6_738_*,6_738_
5759,6,350767,526,N26,2,1,738,*,,3,TI,I,"OCAÑA,100",28,079,MADRID,A,Calle de Ocaña N 98,20131010,20131001,,180.0575,0,6,_,,,6_N_526_____2_IT_1_6_738_*__TI_I_3,,-,,6_N_526___,6_N_526____-_2_IT_1,6_738,6_738_*,6_738_
5760,6,332193,031,31,2,1,1011,*,,11,TI,I,DUQUESA DE PARCENT-CUART DE POBLET,28,079,MADRID,A,Calle de la Duquesa de Parcent SN SN,20031017,20031108,,233.453,30,6,_,,,6__31_____2_IT_1_6_1011_*__TI_I_11,,,,6__31___,6__31_____2_IT_1,6_1011,6_1011_*,6_1011_
5761,6,340802,518,N18,2,1,1011,*,,7,TI,I,DUQUESA DE PARCENT-CUART DE POBLET,28,079,MADRID,A,Calle de la Duquesa de Parcent SN SN,20090703,20090518,,311.4612,13.282,6,_,,,6_N_518_____2_IT_1_6_1011_*__TI_I_7,,,,6_N_518___,6_N_518_____2_IT_1,6_1011,6_1011_*,6_1011_
5762,6,344336,025,25,2,1,1011,*,,11,TI,I,DUQUESA DE PARCENT-CUART DE POBLET,28,079,MADRID,A,Calle de la Duquesa de Parcent SN SN,20110311,20110309,,311.4612,14.368,6,_,,,6__25_____2_IT_1_6_1011_*__TI_I_11,,,,6__25___,6__25_____2_IT_1,6_1011,6_1011_*,6_1011_
5763,6,332193,031,31,2,1,1012,*,,12,TI,I,DUQUESA DE PARCENT Nº 54,28,079,MADRID,A,Calle de la Duquesa de Parcent SN SN,20031017,20031108,,316.81,30,6,_,,,6__31_____2_IT_1_6_1012_*__TI_I_12,,,,6__31___,6__31_____2_IT_1,6_1012,6_1012_*,6_1012_
5764,6,340802,518,N18,2,1,1012,*,,8,TI,I,DUQUESA DE PARCENT Nº 54,28,079,MADRID,A,Calle de la Duquesa de Parcent SN SN,20090703,20090518,,316.811,30,6,_,,,6_N_518_____2_IT_1_6_1012_*__TI_I_8,,,,6_N_518___,6_N_518_____2_IT_1,6_1012,6_1012_*,6_1012_
5765,6,344336,025,25,2,1,1012,*,,12,TI,I,DUQUESA DE PARCENT Nº 54,28,079,MADRID,A,Calle de la Duquesa de Parcent SN SN,20110311,20110309,,316.811,30,6,_,,,6__25_____2_IT_1_6_1012_*__TI_I_12,,,,6__25___,6__25_____2_IT_1,6_1012,6_1012_*,6_1012_
5766,6,332193,031,31,2,1,1013,*,,13,TI,I,DUQUESA DE PARCENT - GTA. LOS CARMENES,28,079,MADRID,A,Calle de la Duquesa de Parcent N 18,20031017,20031108,,242.152,30,6,_,,,6__31_____2_IT_1_6_1013_*__TI_I_13,,,,6__31___,6__31_____2_IT_1,6_1013,6_1013_*,6_1013_
5767,6,340802,518,N18,2,1,1013,*,,9,TI,I,DUQUESA DE PARCENT - GTA. LOS CARMENES,28,079,MADRID,A,Calle de la Duquesa de Parcent N 18,20090703,20090518,,242.1524,13.282,6,_,,,6_N_518_____2_IT_1_6_1013_*__TI_I_9,,,,6_N_518___,6_N_518_____2_IT_1,6_1013,6_1013_*,6_1013_
5768,6,344336,025,25,2,1,1013,*,,13,TI,I,DUQUESA DE PARCENT - GTA. LOS CARMENES,28,079,MADRID,A,Calle de la Duquesa de Parcent N 18,20110311,20110309,,242.152,30,6,_,,,6__25_____2_IT_1_6_1013_*__TI_I_13,,,,6__25___,6__25_____2_IT_1,6_1013,6_1013_*,6_1013_
5769,6,341242,055,55,1,1,1014,*,,20,TI,I,CONCEJAL FCO.J.JIMENEZ-ALEJANDRINA MORAN,28,079,MADRID,A,Calle del Concejal Francisco José Jiménez Martín N 128,20091016,20090827,,385.6332,-1,6,_,,,6__55_____1_IT_1_6_1014_*__TI_I_20,,,,6__55___,6__55_____1_IT_1,6_1014,6_1014_*,6_1014_
5770,6,344336,025,25,2,1,1015,*,,22,TI,I,Pº ERMITA DEL SANTO-VIA CARPETANA,28,079,MADRID,A,Paseo de la Ermita del Santo N 39,20110311,20110309,,269.436,30,6,_,,,6__25_____2_IT_1_6_1015_*__TI_I_22,,,,6__25___,6__25_____2_IT_1,6_1015,6_1015_*,6_1015_
5771,6,344336,025,25,2,1,1016,*,,23,TI,I,Pº ERMITA DEL SANTO-SEPULVEDA,28,079,MADRID,A,Paseo de la Ermita del Santo N 19,20110311,20110309,,217.617,30,6,_,,,6__25_____2_IT_1_6_1016_*__TI_I_23,,,,6__25___,6__25_____2_IT_1,6_1016,6_1016_*,6_1016_
5772,6,344336,025,25,2,1,1017,*,,24,TI,I,Pº. ERMITA DEL SANTO - AV.MANZANARES,28,079,MADRID,A,Paseo de la Ermita del Santo N 1,20110311,20110309,,229.328,,6,_,,,6__25_____2_IT_1_6_1017_*__TI_I_24,,,,6__25___,6__25_____2_IT_1,6_1017,6_1017_*,6_1017_
5773,6,344336,025,25,2,1,1018,*,,25,TI,I,Pº ERMITA DEL SANTO-PTE.SEGOVIA,28,079,MADRID,A,Paseo de la Ermita del Santo N 2,20110311,20110309,,370.2627,15.406,6,93_306,,,6__25_____2_IT_1_6_1018_*__TI_I_25,,,,6__25___,6__25_____2_IT_1,6_1018,6_1018_*,6_1018_
5774,6,331532,519,N19,2,1,1019,*,,28,TI,I,VIRGEN DEL PUERTO-PTE.SEGOVIA,28,079,MADRID,A,Paseo de la Virgen del Puerto SN SN,20021028,20021013,,453.65,-1,6,_,,,6_N_519_____2_IT_1_6_1019_*__TI_I_28,,,,6_N_519___,6_N_519_____2_IT_1,6_1019,6_1019_*,6_1019_
5775,6,331557,033,33,2,1,1019,*,,15,TI,I,VIRGEN DEL PUERTO-PTE.SEGOVIA,28,079,MADRID,A,Paseo de la Virgen del Puerto SN SN,20021030,20021026,,453.65,-1,6,_,,,6__33_____2_IT_1_6_1019_*__TI_I_15,,,,6__33___,6__33_____2_IT_1,6_1019,6_1019_*,6_1019_
5776,6,283890,068,C1,2,1,1019,*,,7,TI,I,VIRGEN DEL PUERTO-PTE.SEGOVIA,28,079,MADRID,A,Paseo de la Virgen del Puerto SN SN,19991221,19861001,,435.934,,6,_,,,6__68_____2_IT_1_6_1019_*__TI_I_7,,,,6__68___,6__68_____2_IT_1,6_1019,6_1019_*,6_1019_
5777,6,335486,041,41,1,1,1019,*,,12,TI,I,VIRGEN DEL PUERTO-PTE.SEGOVIA,28,079,MADRID,A,Paseo de la Virgen del Puerto SN SN,20061013,20061007,,435.934,30,6,_,,,6__41_____1_IT_1_6_1019_*__TI_I_12,,,,6__41___,6__41_____1_IT_1,6_1019,6_1019_*,6_1019_
5778,6,340802,518,N18,2,1,1019,*,,19,TI,I,VIRGEN DEL PUERTO-PTE.SEGOVIA,28,079,MADRID,A,Paseo de la Virgen del Puerto SN SN,20090703,20090518,,453.65,-1,6,_,,,6_N_518_____2_IT_1_6_1019_*__TI_I_19,,,,6_N_518___,6_N_518_____2_IT_1,6_1019,6_1019_*,6_1019_
5779,6,342849,138,138,2,1,1019,*,,20,TI,I,VIRGEN DEL PUERTO-PTE.SEGOVIA,28,079,MADRID,A,Paseo de la Virgen del Puerto SN SN,20100827,20100721,,453.65,-1,6,_,,,6__138_____2_IT_1_6_1019_*__TI_I_20,,,,6__138___,6__138_____2_IT_1,6_1019,6_1019_*,6_1019_
5780,6,344336,025,25,2,1,1019,*,,26,TI,I,VIRGEN DEL PUERTO-PTE.SEGOVIA,28,079,MADRID,A,Paseo de la Virgen del Puerto SN SN,20110311,20110309,,366.6821,13.634,6,_,,,6__25_____2_IT_1_6_1019_*__TI_I_26,,,,6__25___,6__25_____2_IT_1,6_1019,6_1019_*,6_1019_
5781,6,344338,039,39,2,1,1019,*,,26,TI,I,VIRGEN DEL PUERTO-PTE.SEGOVIA,28,079,MADRID,A,Paseo de la Virgen del Puerto SN SN,20110311,20110309,,453.65,-1,6,_,,,6__39_____2_IT_1_6_1019_*__TI_I_26,,,,6__39___,6__39_____2_IT_1,6_1019,6_1019_*,6_1019_
5782,6,352426,062,62,2,1,1019,*,,26,TI,I,VIRGEN DEL PUERTO-PTE.SEGOVIA,28,079,MADRID,A,Paseo de la Virgen del Puerto SN SN,20120518,20140526,,178.872,13.36,6,_,,,6__62_____2_IT_1_6_1019_*__TI_I_26,,,,6__62___,6__62_____2_IT_1,6_1019,6_1019_*,6_1019_
5783,6,352385,005,5,1,1,1021,*,,28,TI,I,ENRIQUE LARRETA-AGUSTIN DE FOXA,28,079,MADRID,A,Calle de Enrique Larreta N 12,20140527,20140526,,388.4614,-1,6,_,,,6__5_____1_IT_1_6_1021_*__TI_I_28,,-,,6__5___,6__5____-_1_IT_1,6_1021,6_1021_*,6_1021_
5784,6,283890,068,C1,2,1,1023,*,,10,TI,I,CTA.SAN VICENTE-ARRIAZA,28,079,MADRID,A,Custa de San Vicente N 3,19991221,19861001,,313.6037,-1,6,_,,,6__68_____2_IT_1_6_1023_*__TI_I_10,,,,6__68___,6__68_____2_IT_1,6_1023,6_1023_*,6_1023_
5785,6,341034,075,75,2,1,1023,*,,10,TI,I,CTA.SAN VICENTE-ARRIAZA,28,079,MADRID,A,Custa de San Vicente N 3,20090921,20090807,,313.6037,-1,6,_,,,6__75_____2_IT_1_6_1023_*__TI_I_10,,,,6__75___,6__75_____2_IT_1,6_1023,6_1023_*,6_1023_
5786,6,342849,138,138,2,1,1023,*,,23,TI,I,CTA.SAN VICENTE-ARRIAZA,28,079,MADRID,A,Custa de San Vicente N 3,20100827,20100721,,313.6037,-1,6,_,,,6__138_____2_IT_1_6_1023_*__TI_I_23,,,,6__138___,6__138_____2_IT_1,6_1023,6_1023_*,6_1023_
5787,6,344338,039,39,2,1,1023,*,,29,TI,I,CTA.SAN VICENTE-ARRIAZA,28,079,MADRID,A,Custa de San Vicente N 3,20110311,20110309,,313.6037,-1,6,_,,,6__39_____2_IT_1_6_1023_*__TI_I_29,,,,6__39___,6__39_____2_IT_1,6_1023,6_1023_*,6_1023_
5788,6,344336,025,25,2,1,1023,*,,29,TI,I,CTA.SAN VICENTE-ARRIAZA,28,079,MADRID,A,Custa de San Vicente N 3,20110311,20110309,,313.6037,-1,6,_,,,6__25_____2_IT_1_6_1023_*__TI_I_29,,,,6__25___,6__25_____2_IT_1,6_1023,6_1023_*,6_1023_
5789,6,349584,046,46,2,1,1023,*,,14,TI,I,CTA.SAN VICENTE-ARRIAZA,28,079,MADRID,A,Custa de San Vicente N 3,20130417,20060404,,313.6037,-1,6,_,,,6__46_____2_IT_1_6_1023_*__TI_I_14,,,,6__46___,6__46_____2_IT_1,6_1023,6_1023_*,6_1023_
5790,6,331413,152,152,2,1,1026,*,,9,TI,I,MENENDEZ PELAYO-PZA.MARIANO CAVIA,28,079,MADRID,A,Avda de Menéndez Pelayo N 91,20021003,20021005,,134.3419,10.413,6,_,,,6__152_____2_IT_1_6_1026_*__TI_I_9,,,,6__152___,6__152_____2_IT_1,6_1026,6_1026_*,6_1026_
5791,6,283987,026,26,1,1,1026,*,,8,TI,I,MENENDEZ PELAYO-PZA.MARIANO CAVIA,28,079,MADRID,A,Avda de Menéndez Pelayo N 91,19991221,19861001,,327.2918,10.425,6,_,,,6__26_____1_IT_1_6_1026_*__TI_I_8,,,,6__26___,6__26_____1_IT_1,6_1026,6_1026_*,6_1026_
5792,6,283918,063,63,2,1,1026,*,,21,TI,I,MENENDEZ PELAYO-PZA.MARIANO CAVIA,28,079,MADRID,A,Avda de Menéndez Pelayo N 91,19991221,19950325,,502.0818,17.945,6,_,,,6__63_____2_IT_1_6_1026_*__TI_I_21,,,,6__63___,6__63_____2_IT_1,6_1026,6_1026_*,6_1026_
5793,6,283892,069,C2,2,1,1026,*,,7,TI,I,MENENDEZ PELAYO-PZA.MARIANO CAVIA,28,079,MADRID,A,Avda de Menéndez Pelayo N 91,19991221,19861001,,327.2918,11.738,6,_,,,6__69_____2_IT_1_6_1026_*__TI_I_7,,,,6__69___,6__69_____2_IT_1,6_1026,6_1026_*,6_1026_
5794,6,331413,152,152,2,1,1027,*,,10,TI,I,MENENDEZ PELAYO-PZA.NIÑO JESUS,28,079,MADRID,A,Avda de Menéndez Pelayo N 71,20021003,20021005,,381.387,30,6,_,,,6__152_____2_IT_1_6_1027_*__TI_I_10,,,,6__152___,6__152_____2_IT_1,6_1027,6_1027_*,6_1027_
5795,6,283987,026,26,1,1,1027,*,,9,TI,I,MENENDEZ PELAYO-PZA.NIÑO JESUS,28,079,MADRID,A,Avda de Menéndez Pelayo N 71,19991221,19861001,,381.3876,13.36,6,_,,,6__26_____1_IT_1_6_1027_*__TI_I_9,,,,6__26___,6__26_____1_IT_1,6_1027,6_1027_*,6_1027_
5796,6,283918,063,63,2,1,1027,*,,22,TI,I,MENENDEZ PELAYO-PZA.NIÑO JESUS,28,079,MADRID,A,Avda de Menéndez Pelayo N 71,19991221,19950325,,381.387,30,6,_,,,6__63_____2_IT_1_6_1027_*__TI_I_22,,,,6__63___,6__63_____2_IT_1,6_1027,6_1027_*,6_1027_
5797,6,283892,069,C2,2,1,1027,*,,8,TI,I,MENENDEZ PELAYO-PZA.NIÑO JESUS,28,079,MADRID,A,Avda de Menéndez Pelayo N 71,19991221,19861001,,381.387,13.13,6,_,,,6__69_____2_IT_1_6_1027_*__TI_I_8,,,,6__69___,6__69_____2_IT_1,6_1027,6_1027_*,6_1027_
5798,6,283987,026,26,1,1,1029,*,,14,TI,I,NARVAEZ-AVDA. FELIPE II,28,079,MADRID,A,Avda de Felipe II N 3,19991221,19861001,,337.6647,13.36,6,91_61,,,6__26_____1_IT_1_6_1029_*__TI_I_14,,,,6__26___,6__26_____1_IT_1,6_1029,6_1029_*,6_1029_
5799,6,335837,061,61,2,1,1029,*,,5,TI,I,NARVAEZ-AVDA. FELIPE II,28,079,MADRID,A,Avda de Felipe II N 3,20070201,20060321,,337.664,30,6,91_61,,,6__61_____2_IT_1_6_1029_*__TI_I_5,,,,6__61___,6__61_____2_IT_1,6_1029,6_1029_*,6_1029_
5800,6,283987,026,26,1,1,1030,*,,15,TI,I,CONDE DE PEÑALVER-HERMOSILLA,28,079,MADRID,A,Calle del Conde de Peñalver N 6,19991221,19861001,,156.598,13.36,6,_,,,6__26_____1_IT_1_6_1030_*__TI_I_15,,,,6__26___,6__26_____1_IT_1,6_1030,6_1030_*,6_1030_
5801,6,335837,061,61,2,1,1030,*,,6,TI,I,CONDE DE PEÑALVER-HERMOSILLA,28,079,MADRID,A,Calle del Conde de Peñalver N 6,20070201,20060321,,156.597,30,6,_,,,6__61_____2_IT_1_6_1030_*__TI_I_6,,,,6__61___,6__61_____2_IT_1,6_1030,6_1030_*,6_1030_
